

 TLevel   Time         dt      Iter  ItCum
  719    .193E+03    .173E+00    2  1587
  720    .193E+03    .173E+00    2  1589
  721    .193E+03    .173E+00    2  1591
  722    .193E+03    .250E+00    2  1593
  723    .194E+03    .375E+00    2  1595
  724    .194E+03    .375E+00    2  1597
  725    .195E+03    .500E+00    3  1600
  726    .195E+03    .500E+00    3  1603
  727    .195E+03    .200E-01    2  1605
  728    .195E+03    .258E-01    2  1607
  729    .195E+03    .341E-01    2  1609
  730    .195E+03    .438E-01    2  1611
  731    .195E+03    .584E-01    3  1614
  732    .195E+03    .744E-01    3  1617
  733    .195E+03    .929E-01    3  1620
  734    .195E+03    .130E+00    3  1623
  735    .196E+03    .173E+00    3  1626
  736    .196E+03    .173E+00    3  1629
  737    .196E+03    .173E+00    3  1632
  738    .196E+03    .200E-01    2  1634
  739    .196E+03    .258E-01    2  1636
  740    .196E+03    .341E-01    2  1638
  741    .196E+03    .438E-01    2  1640
  742    .196E+03    .584E-01    2  1642
  743    .196E+03    .744E-01    2  1644
  744    .196E+03    .929E-01    2  1646
  745    .196E+03    .130E+00    2  1648
  746    .197E+03    .173E+00    2  1650
  747    .197E+03    .173E+00    2  1652
  748    .197E+03    .173E+00    2  1654
  749    .197E+03    .250E+00    2  1656
  750    .198E+03    .375E+00    2  1658
  751    .198E+03    .375E+00    2  1660
  752    .199E+03    .500E+00    3  1663
  753    .199E+03    .500E+00    3  1666
  754    .200E+03    .500E+00    2  1668
  755    .200E+03    .500E+00    2  1670
  756    .201E+03    .500E+00    2  1672
  757    .201E+03    .500E+00    2  1674
  758    .202E+03    .500E+00    2  1676
  759    .202E+03    .500E+00    3  1679
  760    .203E+03    .500E+00    2  1681
  761    .203E+03    .500E+00    2  1683
  762    .204E+03    .500E+00    2  1685
  763    .204E+03    .500E+00    2  1687
  764    .205E+03    .500E+00    2  1689
  765    .205E+03    .500E+00    2  1691
  766    .206E+03    .500E+00    2  1693
  767    .206E+03    .500E+00    2  1695
  768    .206E+03    .200E-01    2  1697
  769    .206E+03    .258E-01    1  1698
  770    .206E+03    .341E-01    1  1699
  771    .206E+03    .438E-01    2  1701
  772    .206E+03    .584E-01    2  1703
  773    .206E+03    .744E-01    2  1705
  774    .206E+03    .929E-01    2  1707
  775    .206E+03    .130E+00    2  1709
  776    .207E+03    .173E+00    2  1711
  777    .207E+03    .173E+00    2  1713
  778    .207E+03    .173E+00    2  1715
  779    .207E+03    .200E-01    2  1717
  780    .207E+03    .258E-01    2  1719
  781    .207E+03    .341E-01    2  1721
  782    .207E+03    .438E-01    2  1723
  783    .207E+03    .584E-01    2  1725
  784    .207E+03    .744E-01    2  1727
  785    .207E+03    .929E-01    2  1729
  786    .207E+03    .130E+00    2  1731
  787    .208E+03    .173E+00    2  1733
  788    .208E+03    .173E+00    2  1735
  789    .208E+03    .173E+00    2  1737
  790    .208E+03    .200E-01    2  1739
  791    .208E+03    .258E-01    1  1740
  792    .208E+03    .341E-01    1  1741
  793    .208E+03    .438E-01    2  1743
  794    .208E+03    .584E-01    2  1745
  795    .208E+03    .744E-01    2  1747
  796    .208E+03    .929E-01    2  1749
  797    .208E+03    .130E+00    2  1751
  798    .209E+03    .173E+00    2  1753
  799    .209E+03    .173E+00    2  1755
  800    .209E+03    .173E+00    2  1757
  801    .209E+03    .250E+00    2  1759
  802    .210E+03    .375E+00    2  1761
  803    .210E+03    .375E+00    3  1764
  804    .211E+03    .500E+00    3  1767
  805    .211E+03    .500E+00    3  1770
  806    .212E+03    .500E+00    3  1773
  807    .212E+03    .500E+00    3  1776
  808    .213E+03    .500E+00    2  1778
  809    .213E+03    .500E+00    2  1780
  810    .214E+03    .500E+00    3  1783
  811    .214E+03    .500E+00    3  1786
  812    .215E+03    .500E+00    3  1789
  813    .215E+03    .500E+00    3  1792
  814    .215E+03    .200E-01    1  1793
  815    .215E+03    .258E-01    1  1794
  816    .215E+03    .341E-01    2  1796
  817    .215E+03    .438E-01    2  1798
  818    .215E+03    .584E-01    2  1800
  819    .215E+03    .744E-01    2  1802
  820    .215E+03    .929E-01    2  1804
  821    .215E+03    .130E+00    2  1806
  822    .216E+03    .173E+00    2  1808
  823    .216E+03    .173E+00    2  1810
  824    .216E+03    .173E+00    2  1812
  825    .216E+03    .200E-01    3  1815
  826    .216E+03    .258E-01    3  1818
  827    .216E+03    .341E-01    4  1822
  828    .216E+03    .341E-01    4  1826
  829    .216E+03    .341E-01    3  1829
  830    .216E+03    .448E-01    4  1833
  831    .216E+03    .448E-01    4  1837
  832    .216E+03    .448E-01    4  1841
  833    .216E+03    .448E-01    3  1844
  834    .216E+03    .561E-01    4  1848
  835    .216E+03    .561E-01    4  1852
  836    .216E+03    .561E-01    3  1855
  837    .217E+03    .721E-01    3  1858
  838    .217E+03    .108E+00    4  1862
  839    .217E+03    .108E+00    4  1866
  840    .217E+03    .108E+00    4  1870
  841    .217E+03    .108E+00    4  1874
  842    .217E+03    .100E+00    3  1877
  843    .217E+03    .129E+00    3  1880
  844    .217E+03    .154E+00    3  1883
  845    .218E+03    .206E+00    3  1886
  846    .218E+03    .411E+00    3  1889
  847    .218E+03    .200E-01    2  1891
  848    .218E+03    .258E-01    2  1893
  849    .218E+03    .341E-01    2  1895
  850    .218E+03    .438E-01    2  1897
  851    .218E+03    .584E-01    2  1899
  852    .218E+03    .744E-01    2  1901
  853    .218E+03    .929E-01    2  1903
  854    .218E+03    .130E+00    2  1905
  855    .219E+03    .173E+00    2  1907
  856    .219E+03    .173E+00    2  1909
  857    .219E+03    .173E+00    2  1911
  858    .219E+03    .250E+00    2  1913
  859    .220E+03    .375E+00    2  1915
  860    .220E+03    .375E+00    2  1917
  861    .220E+03    .200E-01    3  1920
  862    .220E+03    .258E-01    3  1923
  863    .220E+03    .341E-01    3  1926
  864    .220E+03    .438E-01    3  1929
  865    .220E+03    .584E-01    3  1932
  866    .220E+03    .744E-01    3  1935
  867    .220E+03    .929E-01    3  1938
  868    .220E+03    .130E+00    3  1941
  869    .221E+03    .173E+00    3  1944
  870    .221E+03    .173E+00    3  1947
  871    .221E+03    .173E+00    3  1950
  872    .221E+03    .200E-01    2  1952
  873    .221E+03    .258E-01    2  1954
  874    .221E+03    .341E-01    2  1956
  875    .221E+03    .438E-01    2  1958
  876    .221E+03    .584E-01    2  1960
  877    .221E+03    .744E-01    2  1962
  878    .221E+03    .929E-01    2  1964
  879    .221E+03    .130E+00    2  1966
  880    .222E+03    .173E+00    2  1968
  881    .222E+03    .173E+00    2  1970
  882    .222E+03    .173E+00    2  1972
  883    .222E+03    .250E+00    2  1974
  884    .223E+03    .375E+00    2  1976
  885    .223E+03    .375E+00    2  1978
  886    .224E+03    .500E+00    3  1981
  887    .224E+03    .500E+00    3  1984
  888    .224E+03    .200E-01    2  1986
  889    .224E+03    .258E-01    1  1987
  890    .224E+03    .341E-01    1  1988
  891    .224E+03    .438E-01    1  1989
  892    .224E+03    .584E-01    1  1990
  893    .224E+03    .744E-01    2  1992
  894    .224E+03    .929E-01    2  1994
  895    .224E+03    .130E+00    2  1996
  896    .225E+03    .173E+00    2  1998
  897    .225E+03    .173E+00    2  2000
  898    .225E+03    .173E+00    2  2002
  899    .225E+03    .200E-01    3  2005
  900    .225E+03    .258E-01    3  2008
  901    .225E+03    .341E-01    3  2011
  902    .225E+03    .438E-01    3  2014
  903    .225E+03    .584E-01    3  2017
  904    .225E+03    .744E-01    3  2020
  905    .225E+03    .929E-01    3  2023
  906    .225E+03    .130E+00    3  2026
  907    .226E+03    .173E+00    3  2029
  908    .226E+03    .173E+00    3  2032
  909    .226E+03    .173E+00    3  2035
  910    .226E+03    .200E-01    3  2038
  911    .226E+03    .258E-01    3  2041
  912    .226E+03    .341E-01    3  2044
  913    .226E+03    .438E-01    3  2047
  914    .226E+03    .584E-01    4  2051
  915    .226E+03    .584E-01    3  2054
  916    .226E+03    .759E-01    4  2058
  917    .226E+03    .759E-01    4  2062
  918    .226E+03    .759E-01    4  2066
  919    .227E+03    .759E-01    3  2069
  920    .227E+03    .911E-01    4  2073
  921    .227E+03    .911E-01    4  2077
  922    .227E+03    .911E-01    3  2080
  923    .227E+03    .182E+00    5  2085
  924    .227E+03    .125E+00    3  2088
  925    .227E+03    .175E+00    3  2091
  926    .228E+03    .233E+00    3  2094
  927    .228E+03    .233E+00    3  2097
  928    .228E+03    .233E+00    2  2099
  929    .228E+03    .200E-01    3  2102
  930    .228E+03    .258E-01    3  2105
  931    .228E+03    .341E-01    3  2108
  932    .228E+03    .438E-01    3  2111
  933    .228E+03    .584E-01    3  2114
  934    .228E+03    .744E-01    3  2117
  935    .228E+03    .929E-01    3  2120
  936    .228E+03    .130E+00    4  2124
  937    .229E+03    .130E+00    4  2128
  938    .229E+03    .130E+00    4  2132
  939    .229E+03    .130E+00    3  2135
  940    .229E+03    .130E+00    4  2139
  941    .229E+03    .200E-01    2  2141
  942    .229E+03    .163E+00    3  2144
  943    .229E+03    .204E+00    3  2147
  944    .230E+03    .306E+00    4  2151
  945    .230E+03    .306E+00    4  2155
  946    .230E+03    .250E+00    4  2159
  947    .231E+03    .250E+00    3  2162
  948    .231E+03    .500E+00    3  2165
  949    .231E+03    .200E-01    2  2167
  950    .231E+03    .258E-01    2  2169
  951    .231E+03    .341E-01    2  2171
  952    .231E+03    .438E-01    2  2173
  953    .231E+03    .584E-01    2  2175
  954    .231E+03    .744E-01    2  2177
  955    .231E+03    .929E-01    2  2179
  956    .231E+03    .130E+00    2  2181
  957    .232E+03    .173E+00    2  2183
  958    .232E+03    .173E+00    2  2185
  959    .232E+03    .173E+00    2  2187
  960    .232E+03    .200E-01    2  2189
  961    .232E+03    .258E-01    2  2191
  962    .232E+03    .341E-01    2  2193
  963    .232E+03    .438E-01    2  2195
  964    .232E+03    .584E-01    2  2197
  965    .232E+03    .744E-01    2  2199
  966    .232E+03    .929E-01    2  2201
  967    .232E+03    .130E+00    2  2203
  968    .233E+03    .173E+00    2  2205
  969    .233E+03    .173E+00    2  2207
  970    .233E+03    .173E+00    2  2209
  971    .233E+03    .200E-01    2  2211
  972    .233E+03    .258E-01    2  2213
  973    .233E+03    .341E-01    2  2215
  974    .233E+03    .438E-01    2  2217
  975    .233E+03    .584E-01    2  2219
  976    .233E+03    .744E-01    2  2221
  977    .233E+03    .929E-01    2  2223
  978    .233E+03    .130E+00    2  2225
  979    .234E+03    .173E+00    2  2227
  980    .234E+03    .173E+00    2  2229
  981    .234E+03    .173E+00    2  2231
  982    .234E+03    .200E-01    1  2232
  983    .234E+03    .258E-01    1  2233
  984    .234E+03    .341E-01    1  2234
  985    .234E+03    .438E-01    1  2235
  986    .234E+03    .584E-01    1  2236
  987    .234E+03    .744E-01    1  2237
  988    .234E+03    .929E-01    1  2238
  989    .234E+03    .130E+00    1  2239
  990    .235E+03    .173E+00    2  2241
  991    .235E+03    .173E+00    2  2243
  992    .235E+03    .173E+00    2  2245
  993    .235E+03    .200E-01    2  2247
  994    .235E+03    .258E-01    2  2249
  995    .235E+03    .341E-01    2  2251
  996    .235E+03    .438E-01    2  2253
  997    .235E+03    .584E-01    2  2255
  998    .235E+03    .744E-01    2  2257
  999    .235E+03    .929E-01    2  2259
 1000    .235E+03    .130E+00    2  2261
 1001    .236E+03    .173E+00    2  2263
 1002    .236E+03    .173E+00    2  2265
 1003    .236E+03    .173E+00    2  2267
 1004    .236E+03    .200E-01    2  2269
 1005    .236E+03    .258E-01    2  2271
 1006    .236E+03    .341E-01    2  2273
 1007    .236E+03    .438E-01    2  2275
 1008    .236E+03    .584E-01    2  2277
 1009    .236E+03    .744E-01    2  2279
 1010    .236E+03    .929E-01    2  2281
 1011    .236E+03    .130E+00    2  2283
 1012    .237E+03    .173E+00    2  2285
 1013    .237E+03    .173E+00    2  2287
 1014    .237E+03    .173E+00    2  2289
 1015    .237E+03    .200E-01    3  2292
 1016    .237E+03    .258E-01    3  2295
 1017    .237E+03    .341E-01    3  2298
 1018    .237E+03    .438E-01    3  2301
 1019    .237E+03    .584E-01    3  2304
 1020    .237E+03    .744E-01    3  2307
 1021    .237E+03    .929E-01    3  2310
 1022    .237E+03    .130E+00    3  2313
 1023    .238E+03    .173E+00    3  2316
 1024    .238E+03    .173E+00    3  2319
 1025    .238E+03    .173E+00    3  2322
 1026    .238E+03    .200E-01    2  2324
 1027    .238E+03    .258E-01    2  2326
 1028    .238E+03    .341E-01    2  2328
 1029    .238E+03    .438E-01    2  2330
 1030    .238E+03    .584E-01    2  2332
 1031    .238E+03    .744E-01    2  2334
 1032    .238E+03    .929E-01    2  2336
 1033    .238E+03    .130E+00    2  2338
 1034    .239E+03    .173E+00    2  2340
 1035    .239E+03    .173E+00    2  2342
 1036    .239E+03    .173E+00    2  2344
 1037    .239E+03    .200E-01    2  2346
 1038    .239E+03    .258E-01    2  2348
 1039    .239E+03    .341E-01    2  2350
 1040    .239E+03    .438E-01    2  2352
 1041    .239E+03    .584E-01    2  2354
 1042    .239E+03    .744E-01    2  2356
 1043    .239E+03    .929E-01    2  2358
 1044    .239E+03    .130E+00    2  2360
 1045    .240E+03    .173E+00    2  2362
 1046    .240E+03    .173E+00    2  2364
 1047    .240E+03    .173E+00    2  2366
 1048    .240E+03    .250E+00    2  2368
 1049    .241E+03    .375E+00    2  2370
 1050    .241E+03    .375E+00    2  2372
 1051    .242E+03    .500E+00    2  2374
 1052    .242E+03    .500E+00    2  2376
 1053    .242E+03    .200E-01    2  2378
 1054    .242E+03    .258E-01    2  2380
 1055    .242E+03    .341E-01    2  2382
 1056    .242E+03    .438E-01    1  2383
 1057    .242E+03    .584E-01    1  2384
 1058    .242E+03    .744E-01    1  2385
 1059    .242E+03    .929E-01    1  2386
 1060    .242E+03    .130E+00    1  2387
 1061    .243E+03    .173E+00    1  2388
 1062    .243E+03    .173E+00    1  2389
 1063    .243E+03    .173E+00    1  2390
 1064    .243E+03    .200E-01    2  2392
 1065    .243E+03    .258E-01    2  2394
 1066    .243E+03    .341E-01    2  2396
 1067    .243E+03    .438E-01    2  2398
 1068    .243E+03    .584E-01    2  2400
 1069    .243E+03    .744E-01    2  2402
 1070    .243E+03    .929E-01    2  2404
 1071    .243E+03    .130E+00    2  2406
 1072    .244E+03    .173E+00    2  2408
 1073    .244E+03    .173E+00    2  2410
 1074    .244E+03    .173E+00    2  2412
 1075    .244E+03    .200E-01    2  2414
 1076    .244E+03    .258E-01    2  2416
 1077    .244E+03    .341E-01    2  2418
 1078    .244E+03    .438E-01    2  2420
 1079    .244E+03    .584E-01    2  2422
 1080    .244E+03    .744E-01    2  2424
 1081    .244E+03    .929E-01    2  2426
 1082    .244E+03    .130E+00    2  2428
 1083    .245E+03    .173E+00    2  2430
 1084    .245E+03    .173E+00    2  2432
 1085    .245E+03    .173E+00    2  2434
 1086    .245E+03    .250E+00    2  2436
 1087    .246E+03    .375E+00    2  2438
 1088    .246E+03    .375E+00    2  2440
 1089    .247E+03    .500E+00    3  2443
 1090    .247E+03    .500E+00    2  2445
 1091    .247E+03    .200E-01    1  2446
 1092    .247E+03    .258E-01    1  2447
 1093    .247E+03    .341E-01    1  2448
 1094    .247E+03    .438E-01    2  2450
 1095    .247E+03    .584E-01    1  2451
 1096    .247E+03    .744E-01    1  2452
 1097    .247E+03    .929E-01    2  2454
 1098    .247E+03    .130E+00    2  2456
 1099    .248E+03    .173E+00    2  2458
 1100    .248E+03    .173E+00    2  2460
 1101    .248E+03    .173E+00    2  2462
 1102    .248E+03    .200E-01    2  2464
 1103    .248E+03    .258E-01    1  2465
 1104    .248E+03    .341E-01    1  2466
 1105    .248E+03    .438E-01    1  2467
 1106    .248E+03    .584E-01    1  2468
 1107    .248E+03    .744E-01    1  2469
 1108    .248E+03    .929E-01    1  2470
 1109    .248E+03    .130E+00    2  2472
 1110    .249E+03    .173E+00    2  2474
 1111    .249E+03    .173E+00    2  2476
 1112    .249E+03    .173E+00    2  2478
 1113    .249E+03    .250E+00    2  2480
 1114    .250E+03    .375E+00    2  2482
 1115    .250E+03    .375E+00    2  2484
 1116    .251E+03    .500E+00    2  2486
 1117    .251E+03    .500E+00    2  2488
 1118    .252E+03    .500E+00    2  2490
 1119    .252E+03    .500E+00    2  2492
 1120    .253E+03    .500E+00    2  2494
 1121    .253E+03    .500E+00    2  2496
 1122    .254E+03    .500E+00    2  2498
 1123    .254E+03    .500E+00    2  2500
 1124    .255E+03    .500E+00    2  2502
 1125    .255E+03    .500E+00    2  2504
 1126    .256E+03    .500E+00    2  2506
 1127    .256E+03    .500E+00    2  2508
 1128    .257E+03    .500E+00    2  2510
 1129    .257E+03    .500E+00    2  2512
 1130    .258E+03    .500E+00    2  2514
 1131    .258E+03    .500E+00    2  2516
 1132    .259E+03    .500E+00    2  2518
 1133    .259E+03    .500E+00    2  2520
 1134    .260E+03    .500E+00    2  2522
 1135    .260E+03    .500E+00    2  2524
 1136    .261E+03    .500E+00    2  2526
 1137    .261E+03    .500E+00    2  2528
 1138    .262E+03    .500E+00    2  2530
 1139    .262E+03    .500E+00    2  2532
 1140    .262E+03    .200E-01    3  2535
 1141    .262E+03    .258E-01    3  2538
 1142    .262E+03    .341E-01    3  2541
 1143    .262E+03    .438E-01    3  2544
 1144    .262E+03    .584E-01    3  2547
 1145    .262E+03    .744E-01    3  2550
 1146    .262E+03    .929E-01    3  2553
 1147    .262E+03    .130E+00    3  2556
 1148    .263E+03    .173E+00    3  2559
 1149    .263E+03    .173E+00    3  2562
 1150    .263E+03    .173E+00    3  2565
 1151    .263E+03    .200E-01    3  2568
 1152    .263E+03    .258E-01    3  2571
 1153    .263E+03    .341E-01    3  2574
 1154    .263E+03    .438E-01    3  2577
 1155    .263E+03    .584E-01    3  2580
 1156    .263E+03    .744E-01    3  2583
 1157    .263E+03    .929E-01    3  2586
 1158    .263E+03    .130E+00    3  2589
 1159    .264E+03    .173E+00    3  2592
 1160    .264E+03    .173E+00    3  2595
 1161    .264E+03    .173E+00    3  2598
 1162    .264E+03    .250E+00    3  2601
 1163    .265E+03    .375E+00    3  2604
 1164    .265E+03    .375E+00    3  2607
 1165    .266E+03    .500E+00    2  2609
 1166    .266E+03    .500E+00    2  2611
 1167    .267E+03    .500E+00    2  2613
 1168    .267E+03    .500E+00    2  2615
 1169    .268E+03    .500E+00    2  2617
 1170    .268E+03    .500E+00    2  2619
 1171    .268E+03    .200E-01    3  2622
 1172    .268E+03    .258E-01    3  2625
 1173    .268E+03    .341E-01    3  2628
 1174    .268E+03    .438E-01    3  2631
 1175    .268E+03    .584E-01    3  2634
 1176    .268E+03    .744E-01    3  2637
 1177    .268E+03    .929E-01    3  2640
 1178    .268E+03    .130E+00    3  2643
 1179    .269E+03    .173E+00    3  2646
 1180    .269E+03    .173E+00    3  2649
 1181    .269E+03    .173E+00    3  2652
 1182    .269E+03    .200E-01    2  2654
 1183    .269E+03    .258E-01    2  2656
 1184    .269E+03    .341E-01    2  2658
 1185    .269E+03    .438E-01    2  2660
 1186    .269E+03    .584E-01    2  2662
 1187    .269E+03    .744E-01    2  2664
 1188    .269E+03    .929E-01    2  2666
 1189    .269E+03    .130E+00    2  2668
 1190    .270E+03    .173E+00    2  2670
 1191    .270E+03    .173E+00    2  2672
 1192    .270E+03    .173E+00    2  2674
 1193    .270E+03    .250E+00    2  2676
 1194    .271E+03    .375E+00    2  2678
 1195    .271E+03    .375E+00    2  2680
 1196    .272E+03    .500E+00    2  2682
 1197    .272E+03    .500E+00    2  2684
 1198    .272E+03    .200E-01    3  2687
 1199    .272E+03    .258E-01    3  2690
 1200    .272E+03    .341E-01    3  2693
 1201    .272E+03    .438E-01    4  2697
 1202    .272E+03    .438E-01    3  2700
 1203    .272E+03    .555E-01    3  2703
 1204    .272E+03    .777E-01    4  2707
 1205    .272E+03    .777E-01    4  2711
 1206    .272E+03    .777E-01    4  2715
 1207    .273E+03    .777E-01    3  2718
 1208    .273E+03    .932E-01    4  2722
 1209    .273E+03    .932E-01    3  2725
 1210    .273E+03    .140E+00    4  2729
 1211    .273E+03    .140E+00    4  2733
