


                         Node( 20)                      Node( 30)                      Node( 40)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc
    196.653   -148.847    .2616   .000E+00    -71.207    .2621   .000E+00    -19.940    .3240   .000E+00
    196.827   -148.928    .2616   .000E+00    -71.598    .2617   .000E+00    -20.328    .3236   .000E+00
    197.000   -149.114    .2615   .000E+00    -71.983    .2613   .000E+00    -20.710    .3231   .000E+00
    197.250   -150.129    .2610   .000E+00    -72.531    .2607   .000E+00    -21.246    .3225   .000E+00
    197.625   -151.759    .2602   .000E+00    -73.354    .2598   .000E+00    -22.033    .3216   .000E+00
    198.000   -153.435    .2593   .000E+00    -74.183    .2589   .000E+00    -22.820    .3207   .000E+00
    198.500   -156.657    .2577   .000E+00    -75.308    .2577   .000E+00    -23.859    .3195   .000E+00
    199.000   -159.798    .2561   .000E+00    -76.452    .2565   .000E+00    -24.899    .3183   .000E+00
    199.500   -160.620    .2557   .000E+00    -77.559    .2553   .000E+00    -25.934    .3170   .000E+00
    200.000   -161.701    .2551   .000E+00    -78.637    .2542   .000E+00    -26.975    .3157   .000E+00
    200.500   -163.928    .2541   .000E+00    -79.711    .2530   .000E+00    -27.994    .3145   .000E+00
    201.000   -166.150    .2531   .000E+00    -80.797    .2518   .000E+00    -29.010    .3132   .000E+00
    201.500   -168.152    .2522   .000E+00    -81.895    .2508   .000E+00    -30.031    .3120   .000E+00
    202.000   -170.248    .2513   .000E+00    -82.982    .2497   .000E+00    -31.020    .3108   .000E+00
    202.500   -170.875    .2511   .000E+00    -84.002    .2487   .000E+00    -31.969    .3096   .000E+00
    203.000   -171.715    .2507   .000E+00    -84.997    .2478   .000E+00    -32.919    .3084   .000E+00
    203.500   -173.350    .2499   .000E+00    -85.966    .2468   .000E+00    -33.841    .3073   .000E+00
    204.000   -175.020    .2492   .000E+00    -86.933    .2459   .000E+00    -34.751    .3061   .000E+00
    204.500   -175.660    .2489   .000E+00    -87.878    .2449   .000E+00    -35.646    .3050   .000E+00
    205.000   -176.493    .2486   .000E+00    -88.787    .2440   .000E+00    -36.517    .3039   .000E+00
    205.500   -177.629    .2481   .000E+00    -89.684    .2432   .000E+00    -37.373    .3028   .000E+00
    206.000   -178.794    .2475   .000E+00    -90.570    .2423   .000E+00    -38.211    .3017   .000E+00
    206.020   -178.723    .2475   .000E+00    -90.615    .2423   .000E+00    -38.269    .3017   .000E+00
    206.046   -178.733    .2475   .000E+00    -90.662    .2423   .000E+00    -38.311    .3017   .000E+00
    206.080   -178.739    .2475   .000E+00    -90.675    .2422   .000E+00    -38.324    .3016   .000E+00
    206.124   -178.757    .2475   .000E+00    -90.738    .2421   .000E+00    -38.382    .3016   .000E+00
    206.182   -178.794    .2475   .000E+00    -90.841    .2420   .000E+00    -38.477    .3014   .000E+00
    206.256   -178.847    .2475   .000E+00    -90.971    .2419   .000E+00    -38.597    .3013   .000E+00
    206.349   -178.922    .2474   .000E+00    -91.132    .2418   .000E+00    -38.748    .3011   .000E+00
    206.480   -179.042    .2474   .000E+00    -91.355    .2415   .000E+00    -38.958    .3008   .000E+00
    206.653   -179.215    .2473   .000E+00    -91.650    .2412   .000E+00    -39.238    .3005   .000E+00
    206.827   -179.397    .2472   .000E+00    -91.942    .2410   .000E+00    -39.518    .3001   .000E+00
    207.000   -179.589    .2472   .000E+00    -92.234    .2407   .000E+00    -39.797    .2998   .000E+00
    207.020   -179.630    .2471   .000E+00    -92.272    .2406   .000E+00    -39.831    .2997   .000E+00
    207.046   -179.702    .2471   .000E+00    -92.315    .2406   .000E+00    -39.872    .2997   .000E+00
    207.080   -179.795    .2471   .000E+00    -92.371    .2405   .000E+00    -39.926    .2996   .000E+00
    207.124   -179.914    .2470   .000E+00    -92.443    .2405   .000E+00    -39.995    .2995   .000E+00
    207.182   -180.068    .2469   .000E+00    -92.540    .2404   .000E+00    -40.088    .2994   .000E+00
    207.256   -180.259    .2469   .000E+00    -92.662    .2403   .000E+00    -40.204    .2992   .000E+00
    207.349   -180.490    .2468   .000E+00    -92.815    .2401   .000E+00    -40.349    .2991   .000E+00
    207.480   -180.796    .2466   .000E+00    -93.028    .2399   .000E+00    -40.550    .2988   .000E+00
    207.653   -181.169    .2465   .000E+00    -93.314    .2396   .000E+00    -40.817    .2985   .000E+00
    207.827   -181.503    .2463   .000E+00    -93.604    .2394   .000E+00    -41.084    .2981   .000E+00
    208.000   -181.805    .2462   .000E+00    -93.885    .2391   .000E+00    -41.350    .2978   .000E+00
    208.020   -181.923    .2461   .000E+00    -93.915    .2391   .000E+00    -41.381    .2978   .000E+00
    208.046   -182.097    .2461   .000E+00    -93.956    .2391   .000E+00    -41.420    .2978   .000E+00
    208.080   -182.139    .2460   .000E+00    -93.971    .2391   .000E+00    -41.432    .2977   .000E+00
    208.124   -182.365    .2459   .000E+00    -94.028    .2390   .000E+00    -41.486    .2976   .000E+00
    208.182   -182.717    .2458   .000E+00    -94.123    .2389   .000E+00    -41.573    .2975   .000E+00
    208.256   -183.146    .2456   .000E+00    -94.244    .2388   .000E+00    -41.685    .2974   .000E+00
    208.349   -183.655    .2454   .000E+00    -94.396    .2387   .000E+00    -41.824    .2972   .000E+00
    208.480   -184.322    .2451   .000E+00    -94.611    .2385   .000E+00    -42.019    .2970   .000E+00
    208.653   -185.155    .2447   .000E+00    -94.900    .2382   .000E+00    -42.279    .2966   .000E+00
    208.827   -185.946    .2443   .000E+00    -95.191    .2380   .000E+00    -42.540    .2963   .000E+00
    209.000   -186.705    .2440   .000E+00    -95.484    .2377   .000E+00    -42.801    .2960   .000E+00
    209.250   -189.660    .2429   .000E+00    -95.926    .2373   .000E+00    -43.179    .2955   .000E+00
    209.625   -193.634    .2414   .000E+00    -96.627    .2367   .000E+00    -43.755    .2948   .000E+00
    210.000   -197.374    .2399   .000E+00    -97.362    .2361   .000E+00    -44.350    .2940   .000E+00
    210.500   -204.218    .2373   .000E+00    -98.382    .2352   .000E+00    -45.158    .2930   .000E+00
    211.000   -210.598    .2349   .000E+00    -99.464    .2342   .000E+00    -45.993    .2919   .000E+00
    211.500   -219.405    .2318   .000E+00   -100.600    .2332   .000E+00    -46.859    .2909   .000E+00
    212.000   -227.850    .2291   .000E+00   -101.817    .2321   .000E+00    -47.760    .2897   .000E+00
    212.500   -224.220    .2304   .000E+00   -102.964    .2311   .000E+00    -48.677    .2886   .000E+00
    213.000   -222.051    .2311   .000E+00   -103.988    .2302   .000E+00    -49.613    .2874   .000E+00
    213.500   -230.472    .2282   .000E+00   -105.060    .2293   .000E+00    -50.549    .2863   .000E+00
    214.000   -237.981    .2258   .000E+00   -106.202    .2282   .000E+00    -51.458    .2852   .000E+00
    214.500   -245.376    .2234   .000E+00   -107.375    .2272   .000E+00    -52.377    .2840   .000E+00
    215.000   -252.684    .2213   .000E+00   -108.591    .2263   .000E+00    -53.310    .2829   .000E+00
    215.020   -252.761    .2214   .000E+00   -108.642    .2263   .000E+00    -53.350    .2829   .000E+00
    215.046   -252.635    .2213   .000E+00   -108.653    .2262   .000E+00    -53.358    .2828   .000E+00
    215.080   -252.701    .2214   .000E+00   -108.725    .2262   .000E+00    -53.414    .2828   .000E+00
    215.124   -252.646    .2214   .000E+00   -108.830    .2261   .000E+00    -53.495    .2827   .000E+00
    215.182   -252.620    .2214   .000E+00   -108.970    .2260   .000E+00    -53.604    .2825   .000E+00
    215.256   -252.640    .2214   .000E+00   -109.147    .2258   .000E+00    -53.742    .2824   .000E+00
    215.349   -252.735    .2214   .000E+00   -109.367    .2257   .000E+00    -53.916    .2822   .000E+00
    215.480   -252.974    .2213   .000E+00   -109.671    .2254   .000E+00    -54.159    .2819   .000E+00
    215.653   -253.425    .2212   .000E+00   -110.068    .2251   .000E+00    -54.485    .2815   .000E+00
    215.827   -253.970    .2210   .000E+00   -110.469    .2248   .000E+00    -54.813    .2811   .000E+00
    216.000   -254.602    .2208   .000E+00   -110.855    .2245   .000E+00    -55.141    .2807   .000E+00
    216.020   -254.079    .2210   .000E+00   -110.895    .2245   .000E+00    -55.180    .2806   .000E+00
    216.046   -253.506    .2211   .000E+00   -110.954    .2244   .000E+00    -55.228    .2806   .000E+00
    216.080   -252.784    .2213   .000E+00   -111.031    .2244   .000E+00    -55.292    .2805   .000E+00
    216.114   -252.092    .2215   .000E+00   -111.108    .2243   .000E+00    -55.356    .2804   .000E+00
    216.148   -251.428    .2217   .000E+00   -111.183    .2242   .000E+00    -55.420    .2804   .000E+00
    216.193   -250.597    .2219   .000E+00   -111.281    .2242   .000E+00    -55.503    .2803   .000E+00
    216.238   -249.804    .2221   .000E+00   -111.378    .2241   .000E+00    -55.587    .2802   .000E+00
    216.283   -249.044    .2224   .000E+00   -111.474    .2240   .000E+00    -55.670    .2801   .000E+00
    216.327   -248.315    .2226   .000E+00   -111.568    .2239   .000E+00    -55.754    .2800   .000E+00
    216.383   -247.484    .2228   .000E+00   -111.684    .2238   .000E+00    -55.858    .2798   .000E+00
    216.439   -246.764    .2230   .000E+00   -111.797    .2238   .000E+00    -55.961    .2797   .000E+00
    216.496   -246.065    .2233   .000E+00   -111.908    .2237   .000E+00    -56.065    .2796   .000E+00
    216.568   -245.200    .2235   .000E+00   -112.048    .2236   .000E+00    -56.197    .2794   .000E+00
    216.676   -243.961    .2239   .000E+00   -112.251    .2234   .000E+00    -56.395    .2792   .000E+00
    216.784   -242.768    .2243   .000E+00   -112.447    .2232   .000E+00    -56.592    .2790   .000E+00
    216.892   -241.604    .2247   .000E+00   -112.638    .2231   .000E+00    -56.788    .2787   .000E+00
    217.000   -240.450    .2251   .000E+00   -112.823    .2229   .000E+00    -56.982    .2785   .000E+00
    217.100   -241.223    .2248   .000E+00   -112.991    .2228   .000E+00    -57.160    .2783   .000E+00
    217.229   -242.028    .2246   .000E+00   -113.205    .2226   .000E+00    -57.387    .2780   .000E+00
    217.383   -242.754    .2243   .000E+00   -113.461    .2224   .000E+00    -57.656    .2777   .000E+00
    217.589   -243.395    .2241   .000E+00   -113.803    .2222   .000E+00    -58.009    .2773   .000E+00
    218.000   -244.077    .2239   .000E+00   -114.500    .2216   .000E+00    -58.696    .2764   .000E+00
    218.020   -243.852    .2240   .000E+00   -114.535    .2216   .000E+00    -58.730    .2764   .000E+00
    218.046   -243.587    .2241   .000E+00   -114.579    .2216   .000E+00    -58.774    .2763   .000E+00
    218.080   -243.245    .2242   .000E+00   -114.636    .2215   .000E+00    -58.831    .2763   .000E+00
    218.124   -242.819    .2243   .000E+00   -114.711    .2215   .000E+00    -58.904    .2762   .000E+00
    218.182   -242.278    .2245   .000E+00   -114.809    .2214   .000E+00    -59.001    .2761   .000E+00
    218.256   -241.613    .2247   .000E+00   -114.934    .2213   .000E+00    -59.125    .2759   .000E+00
    218.349   -240.819    .2250   .000E+00   -115.089    .2212   .000E+00    -59.278    .2757   .000E+00
    218.480   -239.791    .2253   .000E+00   -115.300    .2210   .000E+00    -59.492    .2755   .000E+00
    218.653   -238.526    .2257   .000E+00   -115.574    .2208   .000E+00    -59.774    .2751   .000E+00
    218.827   -237.337    .2261   .000E+00   -115.840    .2206   .000E+00    -60.055    .2748   .000E+00
    219.000   -236.261    .2264   .000E+00   -116.099    .2204   .000E+00    -60.336    .2745   .000E+00
    219.250   -235.698    .2266   .000E+00   -116.462    .2201   .000E+00    -60.727    .2740   .000E+00
    219.625   -235.016    .2269   .000E+00   -116.991    .2197   .000E+00    -61.296    .2733   .000E+00
    220.000   -234.495    .2270   .000E+00   -117.508    .2193   .000E+00    -61.860    .2727   .000E+00
    220.020   -234.223    .2271   .000E+00   -117.527    .2193   .000E+00    -61.891    .2726   .000E+00
    220.046   -233.987    .2271   .000E+00   -117.563    .2192   .000E+00    -61.929    .2726   .000E+00
    220.080   -233.682    .2272   .000E+00   -117.610    .2192   .000E+00    -61.980    .2725   .000E+00
    220.124   -233.301    .2274   .000E+00   -117.671    .2191   .000E+00    -62.044    .2725   .000E+00
    220.182   -232.811    .2275   .000E+00   -117.751    .2191   .000E+00    -62.128    .2724   .000E+00
    220.256   -232.214    .2277   .000E+00   -117.852    .2190   .000E+00    -62.235    .2722   .000E+00
    220.349   -231.502    .2280   .000E+00   -117.976    .2189   .000E+00    -62.367    .2721   .000E+00
    220.480   -230.558    .2283   .000E+00   -118.146    .2188   .000E+00    -62.551    .2719   .000E+00
    220.653   -229.361    .2286   .000E+00   -118.364    .2186   .000E+00    -62.792    .2716   .000E+00
    220.827   -228.190    .2290   .000E+00   -118.575    .2184   .000E+00    -63.030    .2713   .000E+00
    221.000   -227.026    .2294   .000E+00   -118.778    .2183   .000E+00    -63.265    .2711   .000E+00
    221.020   -227.214    .2293   .000E+00   -118.801    .2183   .000E+00    -63.293    .2710   .000E+00
    221.046   -227.453    .2293   .000E+00   -118.831    .2182   .000E+00    -63.327    .2710   .000E+00
    221.080   -227.757    .2292   .000E+00   -118.871    .2182   .000E+00    -63.373    .2710   .000E+00
    221.124   -228.128    .2290   .000E+00   -118.922    .2182   .000E+00    -63.431    .2709   .000E+00
    221.182   -228.592    .2289   .000E+00   -118.989    .2181   .000E+00    -63.509    .2708   .000E+00
    221.256   -229.138    .2287   .000E+00   -119.075    .2180   .000E+00    -63.607    .2707   .000E+00
    221.349   -229.757    .2285   .000E+00   -119.183    .2180   .000E+00    -63.729    .2706   .000E+00
    221.480   -230.525    .2283   .000E+00   -119.338    .2178   .000E+00    -63.899    .2704   .000E+00
    221.653   -231.414    .2280   .000E+00   -119.551    .2177   .000E+00    -64.122    .2701   .000E+00
    221.827   -232.197    .2277   .000E+00   -119.767    .2175   .000E+00    -64.344    .2699   .000E+00
    222.000   -232.911    .2275   .000E+00   -119.987    .2173   .000E+00    -64.565    .2696   .000E+00
    222.250   -233.872    .2272   .000E+00   -120.312    .2171   .000E+00    -64.880    .2692   .000E+00
    222.625   -235.294    .2267   .000E+00   -120.814    .2167   .000E+00    -65.349    .2687   .000E+00
    223.000   -236.776    .2263   .000E+00   -121.324    .2163   .000E+00    -65.816    .2682   .000E+00
    223.500   -240.202    .2251   .000E+00   -122.024    .2157   .000E+00    -66.433    .2675   .000E+00
    224.000   -243.700    .2240   .000E+00   -122.748    .2152   .000E+00    -67.046    .2668   .000E+00
    224.020   -243.733    .2240   .000E+00   -122.779    .2151   .000E+00    -67.072    .2667   .000E+00
    224.046   -243.731    .2240   .000E+00   -122.819    .2151   .000E+00    -67.104    .2667   .000E+00
    224.080   -243.730    .2240   .000E+00   -122.829    .2151   .000E+00    -67.113    .2667   .000E+00
    224.124   -243.733    .2240   .000E+00   -122.884    .2151   .000E+00    -67.157    .2667   .000E+00
    224.182   -243.740    .2240   .000E+00   -122.915    .2150   .000E+00    -67.185    .2666   .000E+00
    224.256   -243.762    .2240   .000E+00   -122.991    .2150   .000E+00    -67.248    .2665   .000E+00
    224.349   -243.827    .2240   .000E+00   -123.126    .2149   .000E+00    -67.362    .2664   .000E+00
    224.480   -243.969    .2239   .000E+00   -123.318    .2147   .000E+00    -67.521    .2662   .000E+00
    224.653   -244.228    .2238   .000E+00   -123.579    .2145   .000E+00    -67.734    .2660   .000E+00
    224.827   -244.546    .2237   .000E+00   -123.827    .2144   .000E+00    -67.948    .2657   .000E+00
    225.000   -244.911    .2236   .000E+00   -124.073    .2142   .000E+00    -68.161    .2655   .000E+00
    225.020   -244.987    .2236   .000E+00   -124.098    .2142   .000E+00    -68.188    .2655   .000E+00
    225.046   -245.057    .2236   .000E+00   -124.136    .2141   .000E+00    -68.219    .2654   .000E+00
    225.080   -245.151    .2235   .000E+00   -124.185    .2141   .000E+00    -68.260    .2654   .000E+00
    225.124   -245.273    .2235   .000E+00   -124.248    .2141   .000E+00    -68.313    .2653   .000E+00
    225.182   -245.440    .2235   .000E+00   -124.331    .2140   .000E+00    -68.384    .2653   .000E+00
    225.256   -245.656    .2234   .000E+00   -124.437    .2139   .000E+00    -68.474    .2652   .000E+00
    225.349   -245.929    .2233   .000E+00   -124.568    .2138   .000E+00    -68.586    .2650   .000E+00
    225.480   -246.312    .2232   .000E+00   -124.751    .2137   .000E+00    -68.744    .2648   .000E+00
    225.653   -246.797    .2230   .000E+00   -124.994    .2136   .000E+00    -68.954    .2646   .000E+00
    225.827   -247.230    .2229   .000E+00   -125.236    .2134   .000E+00    -69.164    .2644   .000E+00
    226.000   -247.587    .2228   .000E+00   -125.477    .2132   .000E+00    -69.374    .2641   .000E+00
    226.020   -247.395    .2228   .000E+00   -125.505    .2132   .000E+00    -69.398    .2641   .000E+00
    226.046   -247.158    .2229   .000E+00   -125.540    .2132   .000E+00    -69.429    .2641   .000E+00
    226.080   -246.851    .2230   .000E+00   -125.587    .2131   .000E+00    -69.470    .2640   .000E+00
    226.124   -246.463    .2231   .000E+00   -125.648    .2131   .000E+00    -69.523    .2640   .000E+00
    226.182   -245.951    .2233   .000E+00   -125.728    .2130   .000E+00    -69.593    .2639   .000E+00
    226.241   -245.438    .2235   .000E+00   -125.807    .2130   .000E+00    -69.664    .2638   .000E+00
    226.316   -244.762    .2237   .000E+00   -125.909    .2129   .000E+00    -69.755    .2637   .000E+00
    226.392   -244.052    .2239   .000E+00   -126.009    .2129   .000E+00    -69.846    .2636   .000E+00
    226.468   -243.289    .2241   .000E+00   -126.108    .2128   .000E+00    -69.937    .2635   .000E+00
    226.544   -242.443    .2244   .000E+00   -126.205    .2127   .000E+00    -70.028    .2634   .000E+00
    226.635   -241.269    .2248   .000E+00   -126.318    .2126   .000E+00    -70.137    .2633   .000E+00
    226.727   -239.888    .2252   .000E+00   -126.429    .2126   .000E+00    -70.246    .2631   .000E+00
    226.818   -238.243    .2258   .000E+00   -126.537    .2125   .000E+00    -70.354    .2630   .000E+00
    227.000   -233.578    .2273   .000E+00   -126.737    .2124   .000E+00    -70.569    .2628   .000E+00
    227.125   -231.247    .2280   .000E+00   -126.868    .2123   .000E+00    -70.720    .2626   .000E+00
    227.300   -227.249    .2293   .000E+00   -127.035    .2122   .000E+00    -70.926    .2624   .000E+00
    227.533   -221.914    .2310   .000E+00   -127.228    .2120   .000E+00    -71.193    .2621   .000E+00
    227.767   -217.457    .2325   .000E+00   -127.387    .2119   .000E+00    -71.451    .2618   .000E+00
    228.000   -214.301    .2335   .000E+00   -127.514    .2118   .000E+00    -71.702    .2616   .000E+00
    228.020   -214.085    .2336   .000E+00   -127.517    .2118   .000E+00    -71.724    .2615   .000E+00
    228.046   -213.693    .2338   .000E+00   -127.531    .2118   .000E+00    -71.752    .2615   .000E+00
    228.080   -213.195    .2340   .000E+00   -127.549    .2118   .000E+00    -71.789    .2615   .000E+00
    228.124   -212.588    .2342   .000E+00   -127.570    .2118   .000E+00    -71.835    .2614   .000E+00
    228.182   -211.831    .2345   .000E+00   -127.596    .2118   .000E+00    -71.897    .2614   .000E+00
    228.256   -210.923    .2348   .000E+00   -127.627    .2117   .000E+00    -71.974    .2613   .000E+00
    228.349   -209.806    .2353   .000E+00   -127.661    .2117   .000E+00    -72.069    .2612   .000E+00
    228.480   -208.043    .2359   .000E+00   -127.701    .2117   .000E+00    -72.200    .2610   .000E+00
    228.610   -205.835    .2368   .000E+00   -127.733    .2117   .000E+00    -72.328    .2609   .000E+00
    228.740   -203.016    .2378   .000E+00   -127.758    .2117   .000E+00    -72.453    .2608   .000E+00
    228.870   -199.524    .2391   .000E+00   -127.773    .2116   .000E+00    -72.575    .2606   .000E+00
    229.000   -195.411    .2407   .000E+00   -127.777    .2116   .000E+00    -72.694    .2605   .000E+00
    229.020   -194.788    .2409   .000E+00   -127.777    .2116   .000E+00    -72.712    .2605   .000E+00
    229.183   -188.942    .2431   .000E+00   -127.757    .2117   .000E+00    -72.855    .2603   .000E+00
    229.387   -181.679    .2462   .000E+00   -127.682    .2117   .000E+00    -73.024    .2602   .000E+00
    229.694   -170.939    .2510   .000E+00   -127.433    .2119   .000E+00    -73.251    .2599   .000E+00
    230.000   -161.140    .2554   .000E+00   -127.026    .2122   .000E+00    -73.445    .2597   .000E+00
    230.250   -156.603    .2577   .000E+00   -126.589    .2125   .000E+00    -73.578    .2596   .000E+00
    230.500   -154.622    .2587   .000E+00   -126.075    .2128   .000E+00    -73.681    .2595   .000E+00
    231.000   -156.455    .2578   .000E+00   -125.048    .2135   .000E+00    -73.781    .2594   .000E+00
    231.020   -156.456    .2578   .000E+00   -125.005    .2135   .000E+00    -73.785    .2593   .000E+00
    231.046   -156.618    .2577   .000E+00   -124.953    .2136   .000E+00    -73.789    .2593   .000E+00
    231.080   -156.852    .2576   .000E+00   -124.884    .2136   .000E+00    -73.795    .2593   .000E+00
    231.124   -157.177    .2574   .000E+00   -124.796    .2137   .000E+00    -73.801    .2593   .000E+00
    231.182   -157.642    .2572   .000E+00   -124.680    .2138   .000E+00    -73.809    .2593   .000E+00
    231.256   -158.263    .2568   .000E+00   -124.537    .2139   .000E+00    -73.816    .2593   .000E+00
    231.349   -159.049    .2564   .000E+00   -124.365    .2140   .000E+00    -73.821    .2593   .000E+00
    231.480   -160.113    .2559   .000E+00   -124.143    .2141   .000E+00    -73.824    .2593   .000E+00
    231.653   -161.416    .2552   .000E+00   -123.886    .2143   .000E+00    -73.819    .2593   .000E+00
    231.827   -162.602    .2546   .000E+00   -123.668    .2145   .000E+00    -73.808    .2593   .000E+00
    232.000   -163.756    .2541   .000E+00   -123.486    .2146   .000E+00    -73.791    .2593   .000E+00
    232.020   -163.711    .2541   .000E+00   -123.470    .2146   .000E+00    -73.790    .2593   .000E+00
    232.046   -163.718    .2541   .000E+00   -123.443    .2146   .000E+00    -73.787    .2593   .000E+00
    232.080   -163.721    .2541   .000E+00   -123.410    .2146   .000E+00    -73.784    .2593   .000E+00
    232.124   -163.723    .2541   .000E+00   -123.370    .2147   .000E+00    -73.779    .2594   .000E+00
    232.182   -163.727    .2541   .000E+00   -123.320    .2147   .000E+00    -73.772    .2594   .000E+00
    232.256   -163.744    .2541   .000E+00   -123.262    .2147   .000E+00    -73.763    .2594   .000E+00
    232.349   -163.797    .2541   .000E+00   -123.198    .2148   .000E+00    -73.751    .2594   .000E+00
    232.480   -163.959    .2540   .000E+00   -123.114    .2149   .000E+00    -73.732    .2594   .000E+00
    232.653   -164.333    .2539   .000E+00   -123.018    .2149   .000E+00    -73.707    .2594   .000E+00
    232.827   -164.834    .2537   .000E+00   -122.934    .2150   .000E+00    -73.680    .2595   .000E+00
    233.000   -165.445    .2534   .000E+00   -122.863    .2151   .000E+00    -73.653    .2595   .000E+00
    233.020   -165.417    .2534   .000E+00   -122.854    .2151   .000E+00    -73.650    .2595   .000E+00
    233.046   -165.455    .2534   .000E+00   -122.844    .2151   .000E+00    -73.646    .2595   .000E+00
    233.080   -165.506    .2533   .000E+00   -122.832    .2151   .000E+00    -73.641    .2595   .000E+00
    233.124   -165.580    .2533   .000E+00   -122.816    .2151   .000E+00    -73.634    .2595   .000E+00
    233.182   -165.692    .2533   .000E+00   -122.796    .2151   .000E+00    -73.624    .2595   .000E+00
    233.256   -165.853    .2532   .000E+00   -122.773    .2151   .000E+00    -73.612    .2595   .000E+00
    233.349   -166.079    .2531   .000E+00   -122.747    .2152   .000E+00    -73.597    .2595   .000E+00
    233.480   -166.438    .2529   .000E+00   -122.714    .2152   .000E+00    -73.576    .2596   .000E+00
    233.653   -166.968    .2527   .000E+00   -122.680    .2152   .000E+00    -73.548    .2596   .000E+00
    233.827   -167.530    .2525   .000E+00   -122.653    .2152   .000E+00    -73.521    .2596   .000E+00
    234.000   -168.123    .2522   .000E+00   -122.635    .2152   .000E+00    -73.494    .2597   .000E+00
    234.020   -168.154    .2522   .000E+00   -122.632    .2152   .000E+00    -73.491    .2597   .000E+00
    234.046   -168.201    .2522   .000E+00   -122.632    .2152   .000E+00    -73.490    .2597   .000E+00
    234.080   -168.260    .2522   .000E+00   -122.629    .2152   .000E+00    -73.486    .2597   .000E+00
    234.124   -168.336    .2521   .000E+00   -122.629    .2152   .000E+00    -73.483    .2597   .000E+00
    234.182   -168.443    .2521   .000E+00   -122.625    .2152   .000E+00    -73.477    .2597   .000E+00
    234.256   -168.570    .2521   .000E+00   -122.624    .2152   .000E+00    -73.472    .2597   .000E+00
    234.349   -168.739    .2520   .000E+00   -122.620    .2153   .000E+00    -73.463    .2597   .000E+00
    234.480   -168.982    .2519   .000E+00   -122.619    .2153   .000E+00    -73.452    .2597   .000E+00
    234.653   -169.303    .2517   .000E+00   -122.619    .2153   .000E+00    -73.437    .2597   .000E+00
    234.827   -169.844    .2514   .000E+00   -122.624    .2153   .000E+00    -73.413    .2597   .000E+00
    235.000   -170.365    .2512   .000E+00   -122.635    .2152   .000E+00    -73.391    .2598   .000E+00
    235.020   -170.486    .2512   .000E+00   -122.636    .2152   .000E+00    -73.388    .2598   .000E+00
    235.046   -170.656    .2511   .000E+00   -122.638    .2152   .000E+00    -73.385    .2598   .000E+00
    235.080   -170.878    .2510   .000E+00   -122.641    .2152   .000E+00    -73.380    .2598   .000E+00
    235.124   -171.158    .2509   .000E+00   -122.645    .2152   .000E+00    -73.375    .2598   .000E+00
    235.182   -171.522    .2507   .000E+00   -122.652    .2152   .000E+00    -73.368    .2598   .000E+00
    235.256   -171.968    .2505   .000E+00   -122.662    .2152   .000E+00    -73.359    .2598   .000E+00
    235.349   -172.492    .2503   .000E+00   -122.677    .2152   .000E+00    -73.348    .2598   .000E+00
    235.480   -173.152    .2500   .000E+00   -122.703    .2152   .000E+00    -73.334    .2598   .000E+00
    235.653   -173.897    .2497   .000E+00   -122.748    .2152   .000E+00    -73.318    .2598   .000E+00
    235.827   -174.523    .2494   .000E+00   -122.801    .2151   .000E+00    -73.304    .2599   .000E+00
    236.000   -175.040    .2492   .000E+00   -122.859    .2151   .000E+00    -73.292    .2599   .000E+00
    236.020   -175.081    .2491   .000E+00   -122.866    .2151   .000E+00    -73.291    .2599   .000E+00
    236.046   -175.142    .2491   .000E+00   -122.875    .2151   .000E+00    -73.289    .2599   .000E+00
    236.080   -175.219    .2491   .000E+00   -122.887    .2150   .000E+00    -73.287    .2599   .000E+00
    236.124   -175.311    .2490   .000E+00   -122.903    .2150   .000E+00    -73.284    .2599   .000E+00
    236.182   -175.427    .2490   .000E+00   -122.924    .2150   .000E+00    -73.281    .2599   .000E+00
    236.256   -175.567    .2489   .000E+00   -122.952    .2150   .000E+00    -73.278    .2599   .000E+00
    236.349   -175.742    .2488   .000E+00   -122.988    .2150   .000E+00    -73.274    .2599   .000E+00
    236.480   -176.007    .2487   .000E+00   -123.038    .2149   .000E+00    -73.270    .2599   .000E+00
    236.653   -176.419    .2485   .000E+00   -123.106    .2149   .000E+00    -73.268    .2599   .000E+00
    236.827   -176.893    .2483   .000E+00   -123.174    .2148   .000E+00    -73.267    .2599   .000E+00
    237.000   -177.427    .2481   .000E+00   -123.243    .2148   .000E+00    -73.269    .2599   .000E+00
    237.020   -177.341    .2481   .000E+00   -123.252    .2148   .000E+00    -73.269    .2599   .000E+00
    237.046   -177.238    .2482   .000E+00   -123.262    .2147   .000E+00    -73.270    .2599   .000E+00
    237.080   -177.107    .2482   .000E+00   -123.275    .2147   .000E+00    -73.270    .2599   .000E+00
    237.124   -176.948    .2483   .000E+00   -123.293    .2147   .000E+00    -73.271    .2599   .000E+00
    237.182   -176.744    .2484   .000E+00   -123.317    .2147   .000E+00    -73.272    .2599   .000E+00
    237.256   -176.475    .2485   .000E+00   -123.346    .2147   .000E+00    -73.274    .2599   .000E+00
    237.349   -176.086    .2487   .000E+00   -123.379    .2147   .000E+00    -73.278    .2599   .000E+00
    237.480   -175.343    .2490   .000E+00   -123.420    .2146   .000E+00    -73.283    .2599   .000E+00
    237.653   -173.889    .2496   .000E+00   -123.461    .2146   .000E+00    -73.291    .2599   .000E+00
