


                         Node( 20)                      Node( 30)                      Node( 40)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc
    163.020   -118.368    .2793   .000E+00    -63.468    .2708   .000E+00    -13.111    .3310   .000E+00
    163.046   -118.048    .2795   .000E+00    -63.488    .2708   .000E+00    -13.137    .3310   .000E+00
    163.080   -117.629    .2797   .000E+00    -63.514    .2708   .000E+00    -13.170    .3310   .000E+00
    163.124   -117.094    .2801   .000E+00    -63.544    .2708   .000E+00    -13.212    .3309   .000E+00
    163.182   -116.390    .2806   .000E+00    -63.580    .2707   .000E+00    -13.265    .3309   .000E+00
    163.256   -115.511    .2811   .000E+00    -63.618    .2707   .000E+00    -13.328    .3308   .000E+00
    163.349   -114.445    .2818   .000E+00    -63.652    .2706   .000E+00    -13.399    .3308   .000E+00
    163.480   -113.010    .2828   .000E+00    -63.676    .2706   .000E+00    -13.479    .3307   .000E+00
    163.653   -111.191    .2840   .000E+00    -63.666    .2706   .000E+00    -13.551    .3306   .000E+00
    163.827   -109.499    .2851   .000E+00    -63.617    .2707   .000E+00    -13.587    .3306   .000E+00
    164.000   -107.931    .2862   .000E+00    -63.531    .2708   .000E+00    -13.586    .3306   .000E+00
    164.020   -107.853    .2862   .000E+00    -63.521    .2708   .000E+00    -13.585    .3306   .000E+00
    164.046   -107.740    .2863   .000E+00    -63.507    .2708   .000E+00    -13.584    .3306   .000E+00
    164.080   -107.595    .2864   .000E+00    -63.488    .2708   .000E+00    -13.580    .3306   .000E+00
    164.124   -107.429    .2865   .000E+00    -63.461    .2709   .000E+00    -13.573    .3306   .000E+00
    164.182   -107.261    .2866   .000E+00    -63.424    .2709   .000E+00    -13.561    .3306   .000E+00
    164.256   -107.160    .2867   .000E+00    -63.374    .2710   .000E+00    -13.539    .3306   .000E+00
    164.349   -107.184    .2867   .000E+00    -63.309    .2710   .000E+00    -13.504    .3307   .000E+00
    164.480   -107.487    .2865   .000E+00    -63.220    .2711   .000E+00    -13.444    .3307   .000E+00
    164.653   -108.193    .2860   .000E+00    -63.114    .2712   .000E+00    -13.354    .3308   .000E+00
    164.827   -109.060    .2855   .000E+00    -63.026    .2714   .000E+00    -13.263    .3309   .000E+00
    165.000   -110.028    .2848   .000E+00    -62.959    .2714   .000E+00    -13.176    .3310   .000E+00
    165.250   -111.152    .2841   .000E+00    -62.905    .2715   .000E+00    -13.078    .3311   .000E+00
    165.625   -112.887    .2829   .000E+00    -62.907    .2715   .000E+00    -13.004    .3311   .000E+00
    166.000   -114.544    .2818   .000E+00    -62.984    .2714   .000E+00    -13.005    .3311   .000E+00
    166.020   -114.531    .2818   .000E+00    -62.989    .2714   .000E+00    -13.005    .3311   .000E+00
    166.046   -114.544    .2818   .000E+00    -62.995    .2714   .000E+00    -13.006    .3311   .000E+00
    166.080   -114.563    .2818   .000E+00    -63.003    .2714   .000E+00    -13.008    .3311   .000E+00
    166.124   -114.578    .2818   .000E+00    -63.014    .2714   .000E+00    -13.011    .3311   .000E+00
    166.182   -114.554    .2818   .000E+00    -63.029    .2713   .000E+00    -13.016    .3311   .000E+00
    166.256   -114.403    .2819   .000E+00    -63.047    .2713   .000E+00    -13.025    .3311   .000E+00
    166.349   -113.981    .2822   .000E+00    -63.069    .2713   .000E+00    -13.039    .3311   .000E+00
    166.480   -112.898    .2829   .000E+00    -63.089    .2713   .000E+00    -13.059    .3311   .000E+00
    166.653   -110.715    .2843   .000E+00    -63.082    .2713   .000E+00    -13.077    .3311   .000E+00
    166.827   -108.042    .2861   .000E+00    -63.027    .2713   .000E+00    -13.075    .3311   .000E+00
    167.000   -105.236    .2881   .000E+00    -62.913    .2715   .000E+00    -13.040    .3311   .000E+00
    167.250   -103.632    .2893   .000E+00    -62.666    .2718   .000E+00    -12.911    .3312   .000E+00
    167.625   -103.951    .2891   .000E+00    -62.269    .2722   .000E+00    -12.609    .3315   .000E+00
    168.000   -105.624    .2879   .000E+00    -61.946    .2726   .000E+00    -12.288    .3318   .000E+00
    168.020   -105.522    .2879   .000E+00    -61.925    .2726   .000E+00    -12.272    .3318   .000E+00
    168.046   -105.590    .2879   .000E+00    -61.903    .2726   .000E+00    -12.250    .3318   .000E+00
    168.080   -105.692    .2878   .000E+00    -61.875    .2727   .000E+00    -12.220    .3318   .000E+00
    168.124   -105.831    .2877   .000E+00    -61.839    .2727   .000E+00    -12.182    .3319   .000E+00
    168.182   -106.019    .2875   .000E+00    -61.794    .2728   .000E+00    -12.131    .3319   .000E+00
    168.256   -106.245    .2874   .000E+00    -61.739    .2728   .000E+00    -12.069    .3320   .000E+00
    168.349   -106.495    .2872   .000E+00    -61.675    .2729   .000E+00    -11.993    .3320   .000E+00
    168.480   -106.774    .2870   .000E+00    -61.593    .2730   .000E+00    -11.893    .3321   .000E+00
    168.653   -107.038    .2868   .000E+00    -61.495    .2731   .000E+00    -11.770    .3322   .000E+00
    168.827   -107.224    .2866   .000E+00    -61.406    .2732   .000E+00    -11.658    .3323   .000E+00
    169.000   -107.359    .2866   .000E+00    -61.324    .2733   .000E+00    -11.555    .3324   .000E+00
    169.020   -107.334    .2866   .000E+00    -61.314    .2733   .000E+00    -11.543    .3324   .000E+00
    169.046   -107.308    .2866   .000E+00    -61.302    .2733   .000E+00    -11.528    .3325   .000E+00
    169.080   -107.270    .2866   .000E+00    -61.286    .2733   .000E+00    -11.509    .3325   .000E+00
    169.124   -107.202    .2867   .000E+00    -61.266    .2734   .000E+00    -11.485    .3325   .000E+00
    169.182   -107.057    .2868   .000E+00    -61.238    .2734   .000E+00    -11.453    .3325   .000E+00
    169.256   -106.739    .2870   .000E+00    -61.202    .2734   .000E+00    -11.413    .3326   .000E+00
    169.349   -106.115    .2875   .000E+00    -61.153    .2735   .000E+00    -11.363    .3326   .000E+00
    169.480   -104.877    .2884   .000E+00    -61.070    .2736   .000E+00    -11.291    .3327   .000E+00
    169.653   -102.765    .2899   .000E+00    -60.919    .2738   .000E+00    -11.177    .3328   .000E+00
    169.827   -100.396    .2917   .000E+00    -60.716    .2740   .000E+00    -11.034    .3329   .000E+00
    170.000    -97.950    .2935   .000E+00    -60.453    .2743   .000E+00    -10.850    .3330   .000E+00
    170.020    -97.792    .2937   .000E+00    -60.424    .2744   .000E+00    -10.829    .3331   .000E+00
    170.046    -97.555    .2939   .000E+00    -60.382    .2744   .000E+00    -10.799    .3331   .000E+00
    170.080    -97.258    .2941   .000E+00    -60.324    .2745   .000E+00    -10.759    .3331   .000E+00
    170.124    -96.925    .2943   .000E+00    -60.247    .2746   .000E+00    -10.703    .3332   .000E+00
    170.182    -96.609    .2946   .000E+00    -60.139    .2747   .000E+00    -10.624    .3332   .000E+00
    170.256    -96.434    .2947   .000E+00    -59.997    .2749   .000E+00    -10.514    .3333   .000E+00
    170.349    -96.516    .2947   .000E+00    -59.814    .2751   .000E+00    -10.365    .3334   .000E+00
    170.480    -97.045    .2943   .000E+00    -59.561    .2754   .000E+00    -10.139    .3336   .000E+00
    170.653    -98.137    .2935   .000E+00    -59.247    .2758   .000E+00     -9.819    .3339   .000E+00
    170.827    -99.406    .2925   .000E+00    -58.968    .2761   .000E+00     -9.512    .3341   .000E+00
    171.000   -100.764    .2915   .000E+00    -58.732    .2764   .000E+00     -9.226    .3344   .000E+00
    171.250   -102.343    .2903   .000E+00    -58.472    .2767   .000E+00     -8.882    .3346   .000E+00
    171.625   -104.581    .2887   .000E+00    -58.237    .2770   .000E+00     -8.521    .3349   .000E+00
    172.000   -106.603    .2871   .000E+00    -58.131    .2771   .000E+00     -8.306    .3351   .000E+00
    172.020   -106.683    .2870   .000E+00    -58.123    .2771   .000E+00     -8.294    .3351   .000E+00
    172.046   -106.821    .2869   .000E+00    -58.117    .2771   .000E+00     -8.280    .3351   .000E+00
    172.080   -106.993    .2868   .000E+00    -58.110    .2771   .000E+00     -8.264    .3351   .000E+00
    172.124   -107.172    .2867   .000E+00    -58.103    .2771   .000E+00     -8.244    .3351   .000E+00
    172.182   -107.273    .2866   .000E+00    -58.096    .2772   .000E+00     -8.222    .3351   .000E+00
    172.256   -107.047    .2868   .000E+00    -58.090    .2772   .000E+00     -8.198    .3351   .000E+00
    172.349   -106.113    .2875   .000E+00    -58.081    .2772   .000E+00     -8.174    .3352   .000E+00
    172.442   -104.515    .2887   .000E+00    -58.062    .2772   .000E+00     -8.153    .3352   .000E+00
    172.535   -102.306    .2903   .000E+00    -58.027    .2772   .000E+00     -8.129    .3352   .000E+00
    172.651    -98.864    .2929   .000E+00    -57.938    .2773   .000E+00     -8.083    .3352   .000E+00
    172.768    -94.984    .2957   .000E+00    -57.788    .2775   .000E+00     -8.009    .3353   .000E+00
    173.000    -87.565    .3018   .000E+00    -57.171    .2783   .000E+00     -7.647    .3356   .000E+00
    173.020    -86.950    .3023   .000E+00    -57.116    .2783   .000E+00     -7.615    .3356   .000E+00
    173.216    -84.619    .3043   .000E+00    -56.398    .2792   .000E+00     -7.112    .3359   .000E+00
    173.477    -85.015    .3040   .000E+00    -55.370    .2804   .000E+00     -6.233    .3365   .000E+00
    173.739    -86.797    .3025   .000E+00    -54.418    .2816   .000E+00     -5.283    .3371   .000E+00
    174.000    -88.904    .3007   .000E+00    -53.603    .2825   .000E+00     -4.373    .3376   .000E+00
    174.020    -88.971    .3006   .000E+00    -53.539    .2826   .000E+00     -4.303    .3376   .000E+00
    174.046    -89.083    .3005   .000E+00    -53.462    .2827   .000E+00     -4.213    .3377   .000E+00
    174.080    -89.233    .3004   .000E+00    -53.361    .2828   .000E+00     -4.097    .3377   .000E+00
    174.124    -89.429    .3003   .000E+00    -53.237    .2830   .000E+00     -3.951    .3378   .000E+00
    174.182    -89.687    .3000   .000E+00    -53.073    .2832   .000E+00     -3.762    .3379   .000E+00
    174.256    -90.005    .2998   .000E+00    -52.873    .2834   .000E+00     -3.529    .3380   .000E+00
    174.349    -90.380    .2995   .000E+00    -52.636    .2837   .000E+00     -3.253    .3381   .000E+00
    174.480    -90.857    .2991   .000E+00    -52.322    .2841   .000E+00     -2.885    .3383   .000E+00
    174.653    -91.409    .2986   .000E+00    -51.941    .2846   .000E+00     -2.443    .3384   .000E+00
    174.827    -91.880    .2982   .000E+00    -51.592    .2850   .000E+00     -2.042    .3386   .000E+00
    175.000    -92.289    .2979   .000E+00    -51.271    .2854   .000E+00     -1.674    .3387   .000E+00
    175.020    -92.393    .2978   .000E+00    -51.233    .2855   .000E+00     -1.633    .3387   .000E+00
    175.046    -92.554    .2976   .000E+00    -51.185    .2855   .000E+00     -1.578    .3387   .000E+00
    175.080    -92.763    .2975   .000E+00    -51.125    .2856   .000E+00     -1.507    .3387   .000E+00
    175.124    -93.029    .2973   .000E+00    -51.049    .2857   .000E+00     -1.418    .3388   .000E+00
    175.182    -93.398    .2970   .000E+00    -50.954    .2858   .000E+00     -1.304    .3388   .000E+00
    175.256    -93.896    .2966   .000E+00    -50.841    .2859   .000E+00     -1.170    .3388   .000E+00
    175.349    -94.529    .2961   .000E+00    -50.714    .2861   .000E+00     -1.014    .3389   .000E+00
    175.480    -95.453    .2955   .000E+00    -50.564    .2863   .000E+00      -.825    .3389   .000E+00
    175.653    -96.691    .2945   .000E+00    -50.413    .2865   .000E+00      -.623    .3389   .000E+00
    175.827    -97.897    .2936   .000E+00    -50.309    .2866   .000E+00      -.470    .3390   .000E+00
    176.000    -99.061    .2927   .000E+00    -50.250    .2867   .000E+00      -.366    .3390   .000E+00
    176.020    -99.223    .2926   .000E+00    -50.244    .2867   .000E+00      -.354    .3390   .000E+00
    176.046    -99.453    .2924   .000E+00    -50.237    .2867   .000E+00      -.341    .3390   .000E+00
    176.080    -99.747    .2922   .000E+00    -50.230    .2867   .000E+00      -.325    .3390   .000E+00
    176.124   -100.097    .2920   .000E+00    -50.224    .2867   .000E+00      -.307    .3390   .000E+00
    176.182   -100.496    .2917   .000E+00    -50.222    .2867   .000E+00      -.290    .3390   .000E+00
    176.256   -100.867    .2914   .000E+00    -50.226    .2867   .000E+00      -.276    .3390   .000E+00
    176.349   -101.108    .2912   .000E+00    -50.241    .2867   .000E+00      -.271    .3390   .000E+00
    176.480   -101.070    .2912   .000E+00    -50.273    .2866   .000E+00      -.283    .3390   .000E+00
    176.653   -100.562    .2916   .000E+00    -50.315    .2866   .000E+00      -.312    .3390   .000E+00
    176.827    -99.754    .2922   .000E+00    -50.343    .2866   .000E+00      -.342    .3390   .000E+00
    177.000    -98.778    .2929   .000E+00    -50.347    .2865   .000E+00      -.359    .3390   .000E+00
    177.020    -98.577    .2931   .000E+00    -50.347    .2865   .000E+00      -.361    .3390   .000E+00
    177.046    -98.307    .2933   .000E+00    -50.347    .2865   .000E+00      -.363    .3390   .000E+00
    177.080    -97.959    .2935   .000E+00    -50.344    .2866   .000E+00      -.364    .3390   .000E+00
    177.124    -97.541    .2939   .000E+00    -50.338    .2866   .000E+00      -.365    .3390   .000E+00
    177.182    -97.061    .2942   .000E+00    -50.325    .2866   .000E+00      -.362    .3390   .000E+00
    177.256    -96.594    .2946   .000E+00    -50.298    .2866   .000E+00      -.351    .3390   .000E+00
    177.349    -96.223    .2948   .000E+00    -50.254    .2867   .000E+00      -.326    .3390   .000E+00
    177.480    -96.022    .2950   .000E+00    -50.179    .2868   .000E+00      -.272    .3390   .000E+00
    177.653    -96.099    .2950   .000E+00    -50.068    .2869   .000E+00      -.179    .3390   .000E+00
    177.827    -96.371    .2948   .000E+00    -49.959    .2870   .000E+00      -.076    .3390   .000E+00
    178.000    -96.750    .2945   .000E+00    -49.859    .2872   .000E+00       .028    .3390   .000E+00
    178.020    -96.771    .2944   .000E+00    -49.848    .2872   .000E+00       .039    .3390   .000E+00
    178.046    -96.827    .2944   .000E+00    -49.834    .2872   .000E+00       .055    .3390   .000E+00
    178.080    -96.896    .2943   .000E+00    -49.815    .2872   .000E+00       .075    .3390   .000E+00
    178.124    -96.962    .2943   .000E+00    -49.792    .2872   .000E+00       .100    .3390   .000E+00
    178.182    -96.976    .2943   .000E+00    -49.763    .2873   .000E+00       .133    .3390   .000E+00
    178.256    -96.837    .2944   .000E+00    -49.727    .2873   .000E+00       .172    .3390   .000E+00
    178.349    -96.406    .2947   .000E+00    -49.680    .2874   .000E+00       .220    .3390   .000E+00
    178.480    -95.389    .2955   .000E+00    -49.603    .2875   .000E+00       .292    .3390   .000E+00
    178.653    -93.590    .2968   .000E+00    -49.457    .2877   .000E+00       .415    .3390   .000E+00
    178.827    -91.673    .2984   .000E+00    -49.253    .2879   .000E+00       .582    .3390   .000E+00
    179.000    -89.693    .3000   .000E+00    -48.981    .2882   .000E+00       .807    .3390   .000E+00
    179.020    -89.461    .3002   .000E+00    -48.950    .2883   .000E+00       .833    .3390   .000E+00
    179.046    -89.140    .3005   .000E+00    -48.906    .2883   .000E+00       .869    .3390   .000E+00
    179.080    -88.724    .3008   .000E+00    -48.846    .2884   .000E+00       .919    .3390   .000E+00
    179.124    -88.213    .3013   .000E+00    -48.763    .2885   .000E+00       .988    .3390   .000E+00
    179.182    -87.585    .3018   .000E+00    -48.644    .2887   .000E+00      1.088    .3390   .000E+00
    179.256    -86.876    .3024   .000E+00    -48.480    .2889   .000E+00      1.229    .3390   .000E+00
    179.349    -86.110    .3030   .000E+00    -48.254    .2891   .000E+00      1.428    .3390   .000E+00
    179.480    -85.211    .3037   .000E+00    -47.907    .2896   .000E+00      1.742    .3390   .000E+00
    179.653    -84.213    .3046   .000E+00    -47.403    .2902   .000E+00      2.213    .3390   .000E+00
    179.827    -83.346    .3053   .000E+00    -46.867    .2908   .000E+00      2.729    .3390   .000E+00
    180.000    -82.560    .3059   .000E+00    -46.302    .2915   .000E+00      3.281    .3390   .000E+00
    180.020    -82.565    .3060   .000E+00    -46.249    .2916   .000E+00      3.334    .3390   .000E+00
    180.046    -82.530    .3060   .000E+00    -46.162    .2917   .000E+00      3.419    .3390   .000E+00
    180.080    -82.500    .3060   .000E+00    -46.048    .2919   .000E+00      3.535    .3390   .000E+00
    180.124    -82.511    .3060   .000E+00    -45.900    .2921   .000E+00      3.683    .3390   .000E+00
    180.182    -82.630    .3059   .000E+00    -45.705    .2923   .000E+00      3.881    .3390   .000E+00
    180.256    -82.933    .3057   .000E+00    -45.460    .2926   .000E+00      4.131    .3390   .000E+00
    180.349    -83.494    .3052   .000E+00    -45.165    .2930   .000E+00      4.441    .3390   .000E+00
    180.480    -84.485    .3044   .000E+00    -44.787    .2935   .000E+00      4.850    .3390   .000E+00
    180.653    -85.923    .3032   .000E+00    -44.357    .2940   .000E+00      5.334    .3390   .000E+00
    180.827    -87.362    .3020   .000E+00    -44.010    .2945   .000E+00      5.734    .3390   .000E+00
    181.000    -88.759    .3008   .000E+00    -43.741    .2948   .000E+00      6.056    .3390   .000E+00
    181.020    -88.863    .3007   .000E+00    -43.710    .2948   .000E+00      6.091    .3390   .000E+00
    181.046    -89.044    .3006   .000E+00    -43.673    .2949   .000E+00      6.137    .3390   .000E+00
    181.080    -89.278    .3004   .000E+00    -43.627    .2949   .000E+00      6.193    .3390   .000E+00
    181.124    -89.573    .3001   .000E+00    -43.573    .2950   .000E+00      6.260    .3390   .000E+00
    181.182    -89.956    .2998   .000E+00    -43.508    .2951   .000E+00      6.340    .3390   .000E+00
    181.256    -90.417    .2994   .000E+00    -43.438    .2952   .000E+00      6.428    .3390   .000E+00
    181.349    -90.955    .2990   .000E+00    -43.367    .2953   .000E+00      6.519    .3390   .000E+00
    181.480    -91.653    .2984   .000E+00    -43.299    .2953   .000E+00      6.612    .3390   .000E+00
    181.653    -92.497    .2977   .000E+00    -43.253    .2954   .000E+00      6.686    .3390   .000E+00
    181.827    -93.270    .2971   .000E+00    -43.245    .2954   .000E+00      6.717    .3390   .000E+00
    182.000    -94.023    .2965   .000E+00    -43.273    .2954   .000E+00      6.709    .3390   .000E+00
    182.020    -94.162    .2964   .000E+00    -43.276    .2954   .000E+00      6.708    .3390   .000E+00
    182.046    -94.363    .2962   .000E+00    -43.281    .2954   .000E+00      6.706    .3390   .000E+00
    182.080    -94.621    .2961   .000E+00    -43.291    .2954   .000E+00      6.701    .3390   .000E+00
    182.124    -94.941    .2958   .000E+00    -43.305    .2953   .000E+00      6.692    .3390   .000E+00
    182.182    -95.354    .2955   .000E+00    -43.331    .2953   .000E+00      6.675    .3390   .000E+00
    182.256    -95.860    .2951   .000E+00    -43.372    .2953   .000E+00      6.644    .3390   .000E+00
    182.349    -96.474    .2947   .000E+00    -43.436    .2952   .000E+00      6.594    .3390   .000E+00
    182.480    -97.300    .2941   .000E+00    -43.548    .2950   .000E+00      6.499    .3390   .000E+00
    182.653    -98.342    .2933   .000E+00    -43.735    .2948   .000E+00      6.334    .3390   .000E+00
    182.827    -99.333    .2925   .000E+00    -43.954    .2945   .000E+00      6.135    .3390   .000E+00
    183.000   -100.291    .2918   .000E+00    -44.200    .2942   .000E+00      5.906    .3390   .000E+00
    183.020   -100.244    .2918   .000E+00    -44.231    .2942   .000E+00      5.877    .3390   .000E+00
    183.046   -100.192    .2919   .000E+00    -44.268    .2941   .000E+00      5.842    .3390   .000E+00
    183.080   -100.131    .2919   .000E+00    -44.317    .2941   .000E+00      5.796    .3390   .000E+00
    183.124   -100.059    .2920   .000E+00    -44.379    .2940   .000E+00      5.735    .3390   .000E+00
    183.182    -99.956    .2921   .000E+00    -44.461    .2939   .000E+00      5.654    .3390   .000E+00
    183.256    -99.785    .2922   .000E+00    -44.562    .2938   .000E+00      5.553    .3390   .000E+00
    183.349    -99.480    .2924   .000E+00    -44.682    .2936   .000E+00      5.430    .3390   .000E+00
    183.480    -98.872    .2929   .000E+00    -44.834    .2934   .000E+00      5.269    .3390   .000E+00
    183.653    -97.825    .2936   .000E+00    -45.000    .2932   .000E+00      5.085    .3390   .000E+00
    183.827    -96.653    .2945   .000E+00    -45.121    .2930   .000E+00      4.941    .3390   .000E+00
    184.000    -95.415    .2954   .000E+00    -45.193    .2930   .000E+00      4.842    .3390   .000E+00
    184.020    -95.370    .2955   .000E+00    -45.201    .2929   .000E+00      4.831    .3390   .000E+00
    184.046    -95.297    .2955   .000E+00    -45.211    .2929   .000E+00      4.818    .3390   .000E+00
    184.080    -95.197    .2956   .000E+00    -45.221    .2929   .000E+00      4.802    .3390   .000E+00
    184.124    -95.076    .2957   .000E+00    -45.233    .2929   .000E+00      4.784    .3390   .000E+00
    184.182    -94.951    .2958   .000E+00    -45.246    .2929   .000E+00      4.765    .3390   .000E+00
    184.256    -94.870    .2959   .000E+00    -45.259    .2929   .000E+00      4.745    .3390   .000E+00
    184.349    -94.892    .2958   .000E+00    -45.271    .2929   .000E+00      4.726    .3390   .000E+00
    184.480    -95.116    .2957   .000E+00    -45.287    .2928   .000E+00      4.705    .3390   .000E+00
    184.653    -95.621    .2953   .000E+00    -45.316    .2928   .000E+00      4.677    .3390   .000E+00
    184.827    -96.234    .2949   .000E+00    -45.361    .2927   .000E+00      4.639    .3390   .000E+00
    185.000    -96.899    .2944   .000E+00    -45.426    .2927   .000E+00      4.585    .3390   .000E+00
    185.020    -97.002    .2943   .000E+00    -45.434    .2927   .000E+00      4.578    .3390   .000E+00
    185.046    -97.047    .2943   .000E+00    -45.436    .2927   .000E+00      4.576    .3390   .000E+00
    185.080    -97.199    .2941   .000E+00    -45.448    .2926   .000E+00      4.566    .3390   .000E+00
    185.124    -97.446    .2939   .000E+00    -45.468    .2926   .000E+00      4.550    .3390   .000E+00
    185.182    -97.768    .2937   .000E+00    -45.498    .2926   .000E+00      4.525    .3390   .000E+00
    185.256    -98.166    .2934   .000E+00    -45.542    .2925   .000E+00      4.489    .3390   .000E+00
    185.349    -98.646    .2930   .000E+00    -45.605    .2924   .000E+00      4.435    .3390   .000E+00
    185.480    -99.282    .2926   .000E+00    -45.710    .2923   .000E+00      4.344    .3390   .000E+00
    185.653   -100.079    .2920   .000E+00    -45.874    .2921   .000E+00      4.198    .3390   .000E+00
    185.827   -100.830    .2914   .000E+00    -46.060    .2919   .000E+00      4.028    .3390   .000E+00
    186.000   -101.568    .2909   .000E+00    -46.266    .2916   .000E+00      3.837    .3390   .000E+00
    186.020   -101.571    .2909   .000E+00    -46.291    .2916   .000E+00      3.813    .3390   .000E+00
    186.046   -101.595    .2908   .000E+00    -46.322    .2915   .000E+00      3.784    .3390   .000E+00
    186.080   -101.631    .2908   .000E+00    -46.363    .2915   .000E+00      3.745    .3390   .000E+00
    186.124   -101.683    .2908   .000E+00    -46.416    .2914   .000E+00      3.694    .3390   .000E+00
    186.182   -101.761    .2907   .000E+00    -46.488    .2913   .000E+00      3.625    .3390   .000E+00
    186.256   -101.873    .2906   .000E+00    -46.579    .2912   .000E+00      3.537    .3390   .000E+00
    186.349   -102.031    .2905   .000E+00    -46.692    .2911   .000E+00      3.425    .3390   .000E+00
    186.480   -102.279    .2903   .000E+00    -46.852    .2909   .000E+00      3.269    .3390   .000E+00
    186.653   -102.639    .2901   .000E+00    -47.068    .2906   .000E+00      3.056    .3390   .000E+00
    186.827   -103.017    .2898   .000E+00    -47.289    .2903   .000E+00      2.839    .3390   .000E+00
    187.000   -103.407    .2895   .000E+00    -47.513    .2901   .000E+00      2.619    .3390   .000E+00
    187.250   -104.807    .2884   .000E+00    -47.866    .2896   .000E+00      2.282    .3390   .000E+00
    187.625   -106.683    .2870   .000E+00    -48.475    .2888   .000E+00      1.703    .3390   .000E+00
    188.000   -108.489    .2858   .000E+00    -49.160    .2880   .000E+00      1.048    .3390   .000E+00
    188.500   -111.579    .2837   .000E+00    -50.203    .2867   .000E+00       .054    .3390   .000E+00
    189.000   -114.427    .2819   .000E+00    -51.330    .2853   .000E+00     -1.008    .3389   .000E+00
    189.500   -118.396    .2792   .000E+00    -52.587    .2838   .000E+00     -2.184    .3385   .000E+00
    190.000   -122.063    .2768   .000E+00    -53.939    .2821   .000E+00     -3.456    .3380   .000E+00
    190.500   -122.856    .2764   .000E+00    -55.232    .2805   .000E+00     -4.709    .3374   .000E+00
    191.000   -123.974    .2757   .000E+00    -56.480    .2790   .000E+00     -5.942    .3367   .000E+00
    191.500   -126.236    .2743   .000E+00    -57.721    .2776   .000E+00     -7.151    .3359   .000E+00
    192.000   -128.467    .2730   .000E+00    -58.934    .2761   .000E+00     -8.319    .3351   .000E+00
    192.020   -128.623    .2730   .000E+00    -58.987    .2761   .000E+00     -8.369    .3351   .000E+00
    192.046   -128.669    .2729   .000E+00    -58.997    .2761   .000E+00     -8.379    .3350   .000E+00
    192.080   -128.887    .2727   .000E+00    -59.069    .2760   .000E+00     -8.448    .3350   .000E+00
    192.124   -129.221    .2725   .000E+00    -59.177    .2759   .000E+00     -8.550    .3349   .000E+00
    192.182   -129.653    .2723   .000E+00    -59.321    .2757   .000E+00     -8.687    .3348   .000E+00
    192.256   -130.191    .2720   .000E+00    -59.506    .2755   .000E+00     -8.861    .3347   .000E+00
    192.349   -130.848    .2716   .000E+00    -59.742    .2752   .000E+00     -9.083    .3345   .000E+00
    192.480   -131.742    .2711   .000E+00    -60.077    .2748   .000E+00     -9.398    .3342   .000E+00
    192.653   -132.890    .2704   .000E+00    -60.538    .2742   .000E+00     -9.829    .3339   .000E+00
    192.827   -133.988    .2698   .000E+00    -60.999    .2737   .000E+00    -10.258    .3335   .000E+00
    193.000   -135.071    .2691   .000E+00    -61.465    .2731   .000E+00    -10.688    .3332   .000E+00
    193.250   -136.678    .2682   .000E+00    -62.147    .2723   .000E+00    -11.319    .3326   .000E+00
    193.625   -139.006    .2669   .000E+00    -63.175    .2712   .000E+00    -12.277    .3318   .000E+00
    194.000   -141.272    .2655   .000E+00    -64.224    .2700   .000E+00    -13.263    .3309   .000E+00
    194.500   -144.524    .2638   .000E+00    -65.620    .2684   .000E+00    -14.567    .3296   .000E+00
    195.000   -147.814    .2622   .000E+00    -67.005    .2668   .000E+00    -15.860    .3283   .000E+00
    195.020   -147.843    .2621   .000E+00    -67.066    .2668   .000E+00    -15.914    .3283   .000E+00
    195.046   -147.877    .2621   .000E+00    -67.138    .2667   .000E+00    -15.980    .3282   .000E+00
    195.080   -147.930    .2621   .000E+00    -67.232    .2666   .000E+00    -16.067    .3281   .000E+00
    195.124   -148.008    .2621   .000E+00    -67.353    .2664   .000E+00    -16.180    .3280   .000E+00
    195.182   -148.128    .2620   .000E+00    -67.513    .2662   .000E+00    -16.331    .3279   .000E+00
    195.256   -148.297    .2619   .000E+00    -67.713    .2660   .000E+00    -16.522    .3277   .000E+00
    195.349   -148.514    .2618   .000E+00    -67.962    .2657   .000E+00    -16.759    .3274   .000E+00
    195.480   -148.797    .2617   .000E+00    -68.304    .2653   .000E+00    -17.089    .3271   .000E+00
    195.653   -149.099    .2615   .000E+00    -68.754    .2648   .000E+00    -17.528    .3266   .000E+00
    195.827   -149.307    .2614   .000E+00    -69.195    .2643   .000E+00    -17.955    .3262   .000E+00
    196.000   -149.421    .2613   .000E+00    -69.628    .2638   .000E+00    -18.379    .3257   .000E+00
    196.020   -149.391    .2614   .000E+00    -69.678    .2638   .000E+00    -18.428    .3256   .000E+00
    196.046   -149.361    .2614   .000E+00    -69.743    .2637   .000E+00    -18.491    .3256   .000E+00
    196.080   -149.319    .2614   .000E+00    -69.828    .2636   .000E+00    -18.575    .3255   .000E+00
    196.124   -149.262    .2614   .000E+00    -69.937    .2635   .000E+00    -18.681    .3254   .000E+00
    196.182   -149.185    .2615   .000E+00    -70.081    .2633   .000E+00    -18.822    .3252   .000E+00
    196.256   -149.087    .2615   .000E+00    -70.264    .2631   .000E+00    -19.001    .3250   .000E+00
    196.349   -148.977    .2616   .000E+00    -70.489    .2629   .000E+00    -19.224    .3248   .000E+00
    196.480   -148.875    .2616   .000E+00    -70.801    .2625   .000E+00    -19.534    .3244   .000E+00
