


                         Node(***)                      Node(***)                      Node(***)                      Node(***)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc        hNew     theta     conc    
      2.222      2.140    .4500   .989E+00      1.241    .4500  -.540E-18      5.377    .4500  -.633E-31       .000    .4500  -.635E-24
      2.236      2.144    .4500   .989E+00      1.236    .4500  -.611E-18      5.374    .4500  -.761E-31       .000    .4500  -.742E-24
      2.250      2.147    .4500   .989E+00      1.231    .4500  -.691E-18      5.371    .4500  -.912E-31       .000    .4500  -.866E-24
      2.264      2.150    .4500   .990E+00      1.227    .4500  -.780E-18      5.368    .4500  -.109E-30       .000    .4500  -.101E-23
      2.279      2.153    .4500   .990E+00      1.222    .4500  -.880E-18      5.364    .4500  -.130E-30       .000    .4500  -.117E-23
      2.293      2.156    .4500   .990E+00      1.217    .4500  -.991E-18      5.361    .4500  -.154E-30       .000    .4500  -.136E-23
      2.307      2.159    .4500   .991E+00      1.212    .4500  -.111E-17      5.358    .4500  -.183E-30       .000    .4500  -.158E-23
      2.323      2.163    .4500   .991E+00      1.206    .4500  -.127E-17      5.355    .4500  -.221E-30       .000    .4500  -.185E-23
      2.340      2.166    .4500   .991E+00      1.200    .4500  -.145E-17      5.351    .4500  -.270E-30       .000    .4500  -.220E-23
      2.357      2.172    .4500   .992E+00      1.194    .4500  -.167E-17      5.347    .4500  -.329E-30       .000    .4500  -.260E-23
      2.375      2.176    .4500   .992E+00      1.188    .4500  -.191E-17      5.343    .4500  -.400E-30       .000    .4500  -.308E-23
      2.394      2.180    .4500   .992E+00      1.182    .4500  -.221E-17      5.339    .4500  -.495E-30       .000    .4500  -.370E-23
      2.414      2.184    .4500   .992E+00      1.175    .4500  -.260E-17      5.335    .4500  -.623E-30       .000    .4500  -.450E-23
      2.437      2.188    .4500   .993E+00      1.167    .4500  -.308E-17      5.330    .4500  -.797E-30       .000    .4500  -.557E-23
      2.460      2.191    .4500   .993E+00      1.160    .4500  -.365E-17      5.325    .4500  -.102E-29       .000    .4500  -.686E-23
      2.483      2.195    .4500   .993E+00      1.153    .4500  -.431E-17      5.320    .4500  -.129E-29       .000    .4500  -.842E-23
      2.506      2.200    .4500   .994E+00      1.146    .4500  -.507E-17      5.315    .4500  -.163E-29       .000    .4500  -.103E-22
      2.529      2.204    .4500   .994E+00      1.138    .4500  -.596E-17      5.311    .4500  -.206E-29       .000    .4500  -.126E-22
      2.552      2.208    .4500   .994E+00      1.131    .4500  -.698E-17      5.306    .4500  -.259E-29       .000    .4500  -.153E-22
      2.577      2.211    .4500   .995E+00      1.123    .4500  -.828E-17      5.301    .4500  -.331E-29       .000    .4500  -.188E-22
      2.602      2.215    .4500   .995E+00      1.115    .4500  -.980E-17      5.296    .4500  -.422E-29       .000    .4500  -.232E-22
      2.627      2.219    .4500   .995E+00      1.108    .4500  -.116E-16      5.290    .4500  -.536E-29       .000    .4500  -.284E-22
      2.653      2.222    .4500   .995E+00      1.100    .4500  -.136E-16      5.285    .4500  -.677E-29       .000    .4500  -.347E-22
      2.678      2.225    .4500   .996E+00      1.093    .4500  -.160E-16      5.280    .4500  -.853E-29       .000    .4500  -.423E-22
      2.703      2.229    .4500   .996E+00      1.085    .4500  -.187E-16      5.275    .4500  -.107E-28       .000    .4500  -.513E-22
      2.728      2.232    .4500   .996E+00      1.078    .4500  -.219E-16      5.269    .4500  -.134E-28       .000    .4500  -.620E-22
      2.756      2.235    .4500   .996E+00      1.071    .4500  -.258E-16      5.264    .4500  -.171E-28       .000    .4500  -.761E-22
      2.784      2.238    .4500   .996E+00      1.063    .4500  -.304E-16      5.258    .4500  -.216E-28       .000    .4500  -.931E-22
      2.812      2.241    .4500   .997E+00      1.056    .4500  -.358E-16      5.253    .4500  -.273E-28       .000    .4500  -.114E-21
      2.839      2.245    .4500   .997E+00      1.048    .4500  -.419E-16      5.247    .4500  -.344E-28       .000    .4500  -.138E-21
      2.867      2.248    .4500   .997E+00      1.040    .4500  -.490E-16      5.242    .4500  -.431E-28       .000    .4500  -.167E-21
      2.895      2.251    .4500   .997E+00      1.033    .4500  -.572E-16      5.236    .4500  -.538E-28       .000    .4500  -.202E-21
      2.922      2.254    .4500   .997E+00      1.026    .4500  -.665E-16      5.230    .4500  -.670E-28       .000    .4500  -.243E-21
      2.950      2.257    .4500   .997E+00      1.019    .4500  -.771E-16      5.225    .4500  -.832E-28       .000    .4500  -.291E-21
      2.978      2.262    .4500   .998E+00      1.012    .4500  -.892E-16      5.219    .4500  -.103E-27       .000    .4500  -.348E-21
      3.005      2.265    .4500   .998E+00      1.005    .4500  -.103E-15      5.214    .4500  -.127E-27       .000    .4500  -.415E-21
      3.033      2.267    .4500   .998E+00       .998    .4500  -.119E-15      5.209    .4500  -.156E-27       .000    .4500  -.493E-21
      3.061      2.271    .4500   .998E+00       .992    .4500  -.136E-15      5.203    .4500  -.191E-27       .000    .4500  -.585E-21
      3.089      2.273    .4500   .998E+00       .985    .4500  -.156E-15      5.198    .4500  -.234E-27       .000    .4500  -.692E-21
      3.116      2.275    .4500   .998E+00       .980    .4500  -.179E-15      5.193    .4500  -.285E-27       .000    .4500  -.816E-21
      3.144      2.276    .4500   .998E+00       .974    .4500  -.203E-15      5.188    .4500  -.346E-27       .000    .4500  -.960E-21
      3.172      2.278    .4500   .998E+00       .969    .4500  -.231E-15      5.182    .4500  -.419E-27       .000    .4500  -.113E-20
      3.199      2.281    .4500   .999E+00       .964    .4500  -.262E-15      5.177    .4500  -.507E-27       .000    .4500  -.132E-20
      3.227      2.290    .4500   .999E+00       .960    .4500  -.296E-15      5.172    .4500  -.612E-27       .000    .4500  -.154E-20
      3.255      2.292    .4500   .999E+00       .955    .4500  -.334E-15      5.166    .4500  -.736E-27       .000    .4500  -.180E-20
      3.282      2.295    .4500   .999E+00       .951    .4500  -.375E-15      5.161    .4500  -.883E-27       .000    .4500  -.209E-20
      3.310      2.297    .4500   .999E+00       .946    .4500  -.421E-15      5.156    .4500  -.106E-26       .000    .4500  -.242E-20
      3.338      2.301    .4500   .999E+00       .942    .4500  -.472E-15      5.151    .4500  -.126E-26       .000    .4500  -.280E-20
      3.366      2.305    .4500   .999E+00       .938    .4500  -.529E-15      5.146    .4500  -.150E-26       .000    .4500  -.324E-20
      3.393      2.305    .4500   .999E+00       .934    .4500  -.590E-15      5.140    .4500  -.179E-26       .000    .4500  -.373E-20
      3.421      2.315    .4500   .999E+00       .930    .4500  -.658E-15      5.135    .4500  -.212E-26       .000    .4500  -.429E-20
      3.449      2.324    .4500   .999E+00       .926    .4500  -.733E-15      5.130    .4500  -.251E-26       .000    .4500  -.492E-20
      3.476      2.327    .4500   .999E+00       .922    .4500  -.815E-15      5.125    .4500  -.297E-26       .000    .4500  -.563E-20
      3.504      2.330    .4500   .999E+00       .918    .4500  -.904E-15      5.120    .4500  -.350E-26       .000    .4500  -.644E-20
      3.532      2.333    .4500   .999E+00       .915    .4500  -.100E-14      5.115    .4500  -.412E-26       .000    .4500  -.735E-20
      3.560      2.337    .4500   .999E+00       .911    .4500  -.111E-14      5.110    .4500  -.484E-26       .000    .4500  -.836E-20
      3.587      2.343    .4500   .999E+00       .908    .4500  -.122E-14      5.105    .4500  -.568E-26       .000    .4500  -.950E-20
      3.615      2.346    .4500   .999E+00       .904    .4500  -.135E-14      5.100    .4500  -.664E-26       .000    .4500  -.108E-19
      3.643      2.349    .4500   .999E+00       .901    .4500  -.149E-14      5.095    .4500  -.776E-26       .000    .4500  -.122E-19
      3.670      2.352    .4500   .999E+00       .898    .4500  -.164E-14      5.090    .4500  -.906E-26       .000    .4500  -.138E-19
      3.698      2.355    .4500   .100E+01       .895    .4500  -.180E-14      5.085    .4500  -.105E-25       .000    .4500  -.156E-19
      3.726      2.357    .4500   .100E+01       .892    .4500  -.198E-14      5.081    .4500  -.123E-25       .000    .4500  -.175E-19
      3.753      2.359    .4500   .100E+01       .888    .4500  -.217E-14      5.076    .4500  -.142E-25       .000    .4500  -.197E-19
      3.781      2.361    .4500   .100E+01       .885    .4500  -.237E-14      5.071    .4500  -.165E-25       .000    .4500  -.220E-19
      3.809      2.363    .4500   .100E+01       .882    .4500  -.260E-14      5.066    .4500  -.191E-25       .000    .4500  -.247E-19
      3.837      2.367    .4500   .100E+01       .879    .4500  -.284E-14      5.062    .4500  -.220E-25       .000    .4500  -.276E-19
      3.864      2.373    .4500   .100E+01       .876    .4500  -.310E-14      5.057    .4500  -.254E-25       .000    .4500  -.307E-19
      3.892      2.375    .4500   .100E+01       .873    .4500  -.338E-14      5.052    .4500  -.292E-25       .000    .4500  -.342E-19
      3.920      2.378    .4500   .100E+01       .871    .4500  -.368E-14      5.048    .4500  -.336E-25       .000    .4500  -.380E-19
      3.947      2.381    .4500   .100E+01       .868    .4500  -.401E-14      5.043    .4500  -.386E-25       .000    .4500  -.422E-19
      3.975      2.384    .4500   .100E+01       .865    .4500  -.435E-14      5.038    .4500  -.442E-25       .000    .4500  -.467E-19
      4.003      2.388    .4500   .100E+01       .862    .4500  -.473E-14      5.034    .4500  -.506E-25       .000    .4500  -.516E-19
      4.030      2.394    .4500   .100E+01       .859    .4500  -.513E-14      5.029    .4500  -.579E-25       .000    .4500  -.570E-19
      4.058      2.396    .4500   .100E+01       .857    .4500  -.555E-14      5.024    .4500  -.661E-25       .000    .4500  -.627E-19
      4.086      2.399    .4500   .100E+01       .854    .4500  -.601E-14      5.020    .4500  -.753E-25       .000    .4500  -.689E-19
      4.114      2.402    .4500   .100E+01       .851    .4500  -.650E-14      5.015    .4500  -.858E-25       .000    .4500  -.756E-19
      4.141      2.405    .4500   .100E+01       .848    .4500  -.701E-14      5.010    .4500  -.976E-25       .000    .4500  -.828E-19
      4.169      2.408    .4500   .100E+01       .846    .4500  -.756E-14      5.006    .4500  -.111E-24       .000    .4500  -.905E-19
      4.197      2.410    .4500   .100E+01       .843    .4500  -.815E-14      5.001    .4500  -.126E-24       .000    .4500  -.986E-19
      4.224      2.413    .4500   .100E+01       .841    .4500  -.877E-14      4.997    .4500  -.142E-24       .000    .4500  -.107E-18
      4.252      2.416    .4500   .100E+01       .838    .4500  -.942E-14      4.992    .4500  -.161E-24       .000    .4500  -.117E-18
      4.280      2.418    .4500   .100E+01       .835    .4500  -.101E-13      4.988    .4500  -.182E-24       .000    .4500  -.126E-18
      4.307      2.420    .4500   .100E+01       .833    .4500  -.109E-13      4.983    .4500  -.205E-24       .000    .4500  -.136E-18
      4.335      2.422    .4500   .100E+01       .830    .4500  -.116E-13      4.979    .4500  -.231E-24       .000    .4500  -.147E-18
      4.363      2.424    .4500   .100E+01       .828    .4500  -.124E-13      4.975    .4500  -.260E-24       .000    .4500  -.158E-18
      4.391      2.427    .4500   .100E+01       .825    .4500  -.133E-13      4.970    .4500  -.292E-24       .000    .4500  -.170E-18
      4.418      2.429    .4500   .100E+01       .823    .4500  -.142E-13      4.966    .4500  -.328E-24       .000    .4500  -.182E-18
      4.446      2.431    .4500   .100E+01       .820    .4500  -.152E-13      4.961    .4500  -.368E-24       .000    .4500  -.194E-18
      4.474      2.433    .4500   .100E+01       .818    .4500  -.162E-13      4.957    .4500  -.412E-24       .000    .4500  -.206E-18
      4.501      2.435    .4500   .100E+01       .815    .4500  -.172E-13      4.953    .4500  -.461E-24       .000    .4500  -.218E-18
      4.529      2.437    .4500   .100E+01       .813    .4500  -.183E-13      4.949    .4500  -.515E-24       .000    .4500  -.230E-18
      4.557      2.438    .4500   .100E+01       .810    .4500  -.195E-13      4.945    .4500  -.574E-24       .000    .4500  -.242E-18
      4.584      2.440    .4500   .100E+01       .808    .4500  -.207E-13      4.941    .4500  -.640E-24       .000    .4500  -.253E-18
      4.612      2.442    .4500   .100E+01       .805    .4500  -.219E-13      4.937    .4500  -.712E-24       .000    .4500  -.263E-18
      4.640      2.444    .4500   .100E+01       .803    .4500  -.232E-13      4.933    .4500  -.791E-24       .000    .4500  -.273E-18
      4.668      2.446    .4500   .100E+01       .801    .4500  -.246E-13      4.929    .4500  -.877E-24       .000    .4500  -.281E-18
      4.695      2.448    .4500   .100E+01       .798    .4500  -.260E-13      4.925    .4500  -.973E-24       .000    .4500  -.287E-18
      4.723      2.449    .4500   .100E+01       .796    .4500  -.275E-13      4.922    .4500  -.108E-23       .000    .4500  -.290E-18
      4.754      2.451    .4500   .100E+01       .793    .4500  -.291E-13      4.918    .4500  -.120E-23       .000    .4500  -.291E-18
      4.789      2.453    .4500   .100E+01       .790    .4500  -.311E-13      4.913    .4500  -.136E-23       .000    .4500  -.286E-18
      4.824      2.455    .4500   .100E+01       .787    .4500  -.332E-13      4.908    .4500  -.154E-23       .000    .4500  -.275E-18
      4.868      2.457    .4500   .100E+01       .783    .4500  -.359E-13      4.903    .4500  -.180E-23       .000    .4500  -.247E-18
      4.912      2.459    .4500   .100E+01       .780    .4500  -.387E-13      4.897    .4500  -.208E-23       .000    .4500  -.200E-18
      4.956      2.463    .4500   .100E+01       .776    .4500  -.416E-13      4.891    .4500  -.241E-23       .000    .4500  -.130E-18
      5.000      2.465    .4500   .100E+01       .772    .4500  -.445E-13      4.886    .4500  -.277E-23       .000    .4500  -.310E-19
      5.041      2.470    .4500   .100E+01       .769    .4500  -.473E-13      4.881    .4500  -.315E-23       .000    .4500   .936E-19
      5.081      2.473    .4500   .100E+01       .765    .4500  -.501E-13      4.876    .4500  -.358E-23       .000    .4500   .257E-18
      5.122      2.476    .4500   .100E+01       .762    .4500  -.529E-13      4.871    .4500  -.404E-23       .000    .4500   .467E-18
      5.163      2.480    .4500   .100E+01       .759    .4500  -.556E-13      4.866    .4500  -.455E-23       .000    .4500   .733E-18
      5.203      2.484    .4500   .100E+01       .755    .4500  -.583E-13      4.861    .4500  -.512E-23       .000    .4500   .107E-17
      5.244      2.487    .4500   .100E+01       .752    .4500  -.608E-13      4.857    .4500  -.573E-23       .000    .4500   .148E-17
      5.285      2.492    .4500   .100E+01       .749    .4500  -.632E-13      4.852    .4500  -.640E-23       .000    .4500   .199E-17
      5.325      2.495    .4500   .100E+01       .746    .4500  -.653E-13      4.847    .4500  -.713E-23       .000    .4500   .261E-17
      5.366      2.497    .4500   .100E+01       .742    .4500  -.672E-13      4.842    .4500  -.791E-23       .000    .4500   .337E-17
      5.407      2.500    .4500   .100E+01       .739    .4500  -.686E-13      4.838    .4500  -.874E-23       .000    .4500   .428E-17
      5.447      2.503    .4500   .100E+01       .736    .4500  -.696E-13      4.833    .4500  -.962E-23       .000    .4500   .537E-17
      5.492      2.505    .4500   .100E+01       .732    .4500  -.700E-13      4.828    .4500  -.107E-22       .000    .4500   .681E-17
      5.536      2.508    .4500   .100E+01       .729    .4500  -.697E-13      4.823    .4500  -.117E-22       .000    .4500   .856E-17
      5.581      2.511    .4500   .100E+01       .726    .4500  -.683E-13      4.818    .4500  -.128E-22       .000    .4500   .107E-16
      5.630      2.513    .4500   .100E+01       .722    .4500  -.654E-13      4.812    .4500  -.141E-22       .000    .4500   .135E-16
      5.679      2.516    .4500   .100E+01       .718    .4500  -.609E-13      4.806    .4500  -.154E-22       .000    .4500   .169E-16
      5.728      2.518    .4500   .100E+01       .714    .4500  -.543E-13      4.801    .4500  -.166E-22       .000    .4500   .210E-16
      5.780      2.521    .4500   .100E+01       .710    .4500  -.446E-13      4.795    .4500  -.178E-22       .000    .4500   .263E-16
      5.833      2.523    .4500   .100E+01       .707    .4500  -.319E-13      4.789    .4500  -.188E-22       .000    .4500   .327E-16
      5.885      2.526    .4500   .100E+01       .703    .4500  -.153E-13      4.783    .4500  -.196E-22       .000    .4500   .405E-16
      5.937      2.528    .4500   .100E+01       .699    .4500   .571E-14      4.777    .4500  -.199E-22       .000    .4500   .499E-16
      5.990      2.530    .4500   .100E+01       .695    .4500   .319E-13      4.772    .4500  -.198E-22       .000    .4500   .613E-16
      6.042      2.533    .4500   .100E+01       .691    .4500   .642E-13      4.766    .4500  -.188E-22       .000    .4500   .748E-16
      6.095      2.535    .4500   .100E+01       .688    .4500   .103E-12      4.760    .4500  -.169E-22       .000    .4500   .910E-16
      6.147      2.537    .4500   .100E+01       .684    .4500   .150E-12      4.754    .4500  -.137E-22       .000    .4500   .110E-15
      6.200      2.540    .4500   .100E+01       .680    .4500   .207E-12      4.748    .4500  -.881E-23       .000    .4500   .133E-15
      6.253      2.543    .4500   .100E+01       .677    .4500   .274E-12      4.742    .4500  -.185E-23       .000    .4500   .160E-15
      6.305      2.545    .4500   .100E+01       .673    .4500   .353E-12      4.737    .4500   .774E-23       .000    .4500   .192E-15
      6.358      2.547    .4500   .100E+01       .669    .4500   .445E-12      4.731    .4500   .206E-22       .000    .4500   .230E-15
      6.411      2.550    .4500   .100E+01       .666    .4500   .553E-12      4.725    .4500   .375E-22       .000    .4500   .274E-15
      6.464      2.552    .4500   .100E+01       .662    .4500   .679E-12      4.720    .4500   .593E-22       .000    .4500   .326E-15
      6.516      2.554    .4500   .100E+01       .659    .4500   .824E-12      4.714    .4500   .871E-22       .000    .4500   .387E-15
      6.569      2.556    .4500   .100E+01       .655    .4500   .991E-12      4.708    .4500   .122E-21       .000    .4500   .458E-15
      6.622      2.558    .4500   .100E+01       .652    .4500   .118E-11      4.703    .4500   .166E-21       .000    .4500   .540E-15
      6.675      2.560    .4500   .100E+01       .649    .4500   .140E-11      4.697    .4500   .220E-21       .000    .4500   .636E-15
      6.728      2.563    .4500   .100E+01       .645    .4500   .165E-11      4.691    .4500   .287E-21       .000    .4500   .747E-15
      6.780      2.565    .4500   .100E+01       .642    .4500   .194E-11      4.686    .4500   .369E-21       .000    .4500   .875E-15
      6.833      2.567    .4500   .100E+01       .639    .4500   .226E-11      4.680    .4500   .469E-21       .000    .4500   .102E-14
      6.886      2.569    .4500   .100E+01       .636    .4500   .263E-11      4.675    .4500   .590E-21       .000    .4500   .119E-14
      6.939      2.571    .4500   .100E+01       .632    .4500   .304E-11      4.669    .4500   .735E-21       .000    .4500   .139E-14
      6.991      2.573    .4500   .100E+01       .629    .4500   .351E-11      4.664    .4500   .910E-21       .000    .4500   .161E-14
      7.045      2.575    .4500   .100E+01       .626    .4500   .404E-11      4.658    .4500   .112E-20       .000    .4500   .187E-14
      7.098      2.577    .4500   .100E+01       .623    .4500   .464E-11      4.653    .4500   .137E-20       .000    .4500   .217E-14
      7.151      2.579    .4500   .100E+01       .620    .4500   .531E-11      4.647    .4500   .167E-20       .000    .4500   .251E-14
      7.205      2.580    .4500   .100E+01       .617    .4500   .606E-11      4.642    .4500   .203E-20       .000    .4500   .290E-14
      7.258      2.582    .4500   .100E+01       .615    .4500   .690E-11      4.636    .4500   .245E-20       .000    .4500   .335E-14
      7.312      2.584    .4500   .100E+01       .612    .4500   .783E-11      4.631    .4500   .295E-20       .000    .4500   .385E-14
      7.365      2.586    .4500   .100E+01       .609    .4500   .887E-11      4.625    .4500   .354E-20       .000    .4500   .443E-14
      7.419      2.587    .4500   .100E+01       .606    .4500   .100E-10      4.620    .4500   .423E-20       .000    .4500   .508E-14
      7.472      2.589    .4500   .100E+01       .603    .4500   .113E-10      4.614    .4500   .504E-20       .000    .4500   .582E-14
      7.526      2.591    .4500   .100E+01       .600    .4500   .128E-10      4.609    .4500   .598E-20       .000    .4500   .667E-14
      7.579      2.593    .4500   .100E+01       .598    .4500   .144E-10      4.604    .4500   .709E-20       .000    .4500   .762E-14
      7.633      2.595    .4500   .100E+01       .595    .4500   .161E-10      4.599    .4500   .838E-20       .000    .4500   .869E-14
      7.687      2.596    .4500   .100E+01       .593    .4500   .181E-10      4.593    .4500   .988E-20       .000    .4500   .991E-14
      7.740      2.598    .4500   .100E+01       .590    .4500   .203E-10      4.588    .4500   .116E-19       .000    .4500   .113E-13
      7.794      2.600    .4500   .100E+01       .588    .4500   .226E-10      4.583    .4500   .136E-19       .000    .4500   .128E-13
      7.848      2.601    .4500   .100E+01       .585    .4500   .253E-10      4.578    .4500   .160E-19       .000    .4500   .145E-13
      7.901      2.603    .4500   .100E+01       .583    .4500   .282E-10      4.573    .4500   .187E-19       .000    .4500   .165E-13
      7.955      2.605    .4500   .100E+01       .581    .4500   .314E-10      4.568    .4500   .218E-19       .000    .4500   .187E-13
      8.009      2.606    .4500   .100E+01       .578    .4500   .349E-10      4.563    .4500   .254E-19       .000    .4500   .211E-13
      8.063      2.608    .4500   .100E+01       .576    .4500   .387E-10      4.558    .4500   .295E-19       .000    .4500   .239E-13
      8.117      2.609    .4500   .100E+01       .574    .4500   .429E-10      4.553    .4500   .343E-19       .000    .4500   .269E-13
      8.170      2.611    .4500   .100E+01       .572    .4500   .475E-10      4.548    .4500   .397E-19       .000    .4500   .303E-13
      8.224      2.612    .4500   .100E+01       .570    .4500   .526E-10      4.543    .4500   .459E-19       .000    .4500   .342E-13
      8.278      2.614    .4500   .100E+01       .568    .4500   .581E-10      4.539    .4500   .530E-19       .000    .4500   .384E-13
      8.332      2.616    .4500   .100E+01       .566    .4500   .641E-10      4.534    .4500   .612E-19       .000    .4500   .431E-13
      8.386      2.618    .4500   .100E+01       .564    .4500   .707E-10      4.530    .4500   .704E-19       .000    .4500   .484E-13
      8.440      2.619    .4500   .100E+01       .562    .4500   .778E-10      4.525    .4500   .809E-19       .000    .4500   .542E-13
      8.493      2.621    .4500   .100E+01       .560    .4500   .856E-10      4.521    .4500   .929E-19       .000    .4500   .607E-13
      8.547      2.623    .4500   .100E+01       .558    .4500   .941E-10      4.516    .4500   .107E-18       .000    .4500   .679E-13
      8.601      2.624    .4500   .100E+01       .556    .4500   .103E-09      4.512    .4500   .122E-18       .000    .4500   .759E-13
      8.655      2.625    .4500   .100E+01       .554    .4500   .113E-09      4.507    .4500   .139E-18       .000    .4500   .847E-13
      8.709      2.627    .4500   .100E+01       .552    .4500   .124E-09      4.503    .4500   .159E-18       .000    .4500   .945E-13
      8.762      2.628    .4500   .100E+01       .550    .4500   .136E-09      4.499    .4500   .182E-18       .000    .4500   .105E-12
      8.816      2.630    .4500   .100E+01       .549    .4500   .149E-09      4.495    .4500   .207E-18       .000    .4500   .117E-12
      8.870      2.631    .4500   .100E+01       .547    .4500   .163E-09      4.491    .4500   .235E-18       .000    .4500   .130E-12
      8.924      2.633    .4500   .100E+01       .545    .4500   .178E-09      4.487    .4500   .268E-18       .000    .4500   .145E-12
      8.978      2.634    .4500   .100E+01       .544    .4500   .194E-09      4.483    .4500   .304E-18       .000    .4500   .161E-12
      9.031      2.636    .4500   .100E+01       .542    .4500   .211E-09      4.479    .4500   .345E-18       .000    .4500   .178E-12
      9.085      2.637    .4500   .100E+01       .541    .4500   .230E-09      4.476    .4500   .390E-18       .000    .4500   .198E-12
      9.139      2.638    .4500   .100E+01       .539    .4500   .250E-09      4.472    .4500   .442E-18       .000    .4500   .219E-12
      9.193      2.640    .4500   .100E+01       .538    .4500   .272E-09      4.468    .4500   .500E-18       .000    .4500   .242E-12
      9.247      2.641    .4500   .100E+01       .536    .4500   .296E-09      4.464    .4500   .564E-18       .000    .4500   .268E-12
      9.300      2.642    .4500   .100E+01       .535    .4500   .321E-09      4.461    .4500   .637E-18       .000    .4500   .296E-12
      9.354      2.644    .4500   .100E+01       .533    .4500   .349E-09      4.457    .4500   .718E-18       .000    .4500   .326E-12
      9.408      2.645    .4500   .100E+01       .532    .4500   .378E-09      4.454    .4500   .809E-18       .000    .4500   .360E-12
      9.462      2.646    .4500   .100E+01       .531    .4500   .410E-09      4.450    .4500   .910E-18       .000    .4500   .396E-12
      9.516      2.647    .4500   .100E+01       .529    .4500   .443E-09      4.447    .4500   .102E-17       .000    .4500   .437E-12
      9.570      2.649    .4500   .100E+01       .528    .4500   .480E-09      4.444    .4500   .115E-17       .000    .4500   .480E-12
      9.623      2.650    .4500   .100E+01       .527    .4500   .518E-09      4.441    .4500   .129E-17       .000    .4500   .528E-12
      9.677      2.651    .4500   .100E+01       .526    .4500   .560E-09      4.437    .4500   .145E-17       .000    .4500   .581E-12
      9.731      2.652    .4500   .100E+01       .524    .4500   .605E-09      4.434    .4500   .162E-17       .000    .4500   .637E-12
      9.785      2.654    .4500   .100E+01       .523    .4500   .652E-09      4.431    .4500   .182E-17       .000    .4500   .699E-12
      9.839      2.655    .4500   .100E+01       .522    .4500   .703E-09      4.428    .4500   .204E-17       .000    .4500   .767E-12
      9.892      2.656    .4500   .100E+01       .521    .4500   .758E-09      4.425    .4500   .228E-17       .000    .4500   .840E-12
      9.946      2.657    .4500   .100E+01       .520    .4500   .816E-09      4.422    .4500   .255E-17       .000    .4500   .920E-12
     10.000      2.658    .4500   .100E+01       .519    .4500   .878E-09      4.419    .4500   .284E-17       .000    .4500   .101E-11
     10.055      2.659    .4500   .100E+01       .518    .4500   .946E-09      4.416    .4500   .318E-17       .000    .4500   .110E-11
     10.109      2.661    .4500   .100E+01       .517    .4500   .102E-08      4.413    .4500   .355E-17       .000    .4500   .121E-11
     10.164      2.662    .4500   .100E+01       .516    .4500   .109E-08      4.410    .4500   .396E-17       .000    .4500   .132E-11
     10.218      2.663    .4500   .100E+01       .515    .4500   .118E-08      4.407    .4500   .442E-17       .000    .4500   .144E-11
     10.273      2.664    .4500   .100E+01       .514    .4500   .126E-08      4.404    .4500   .493E-17       .000    .4500   .158E-11
     10.328      2.665    .4500   .100E+01       .513    .4500   .136E-08      4.401    .4500   .550E-17       .000    .4500   .172E-11
     10.382      2.666    .4500   .100E+01       .512    .4500   .145E-08      4.398    .4500   .612E-17       .000    .4500   .188E-11
     10.437      2.667    .4500   .100E+01       .511    .4500   .156E-08      4.396    .4500   .681E-17       .000    .4500   .205E-11
     10.492      2.669    .4500   .100E+01       .510    .4500   .167E-08      4.393    .4500   .758E-17       .000    .4500   .223E-11
     10.546      2.670    .4500   .100E+01       .509    .4500   .179E-08      4.390    .4500   .842E-17       .000    .4500   .243E-11
     10.601      2.671    .4500   .100E+01       .508    .4500   .192E-08      4.387    .4500   .936E-17       .000    .4500   .264E-11
     10.656      2.672    .4500   .100E+01       .507    .4500   .205E-08      4.385    .4500   .104E-16       .000    .4500   .287E-11
     10.710      2.673    .4500   .100E+01       .506    .4500   .219E-08      4.382    .4500   .115E-16       .000    .4500   .312E-11
     10.765      2.674    .4500   .100E+01       .506    .4500   .234E-08      4.380    .4500   .128E-16       .000    .4500   .339E-11
     10.820      2.675    .4500   .100E+01       .505    .4500   .250E-08      4.377    .4500   .142E-16       .000    .4500   .368E-11
     10.874      2.676    .4500   .100E+01       .504    .4500   .267E-08      4.374    .4500   .157E-16       .000    .4500   .399E-11
     10.929      2.677    .4500   .100E+01       .503    .4500   .285E-08      4.372    .4500   .174E-16       .000    .4500   .433E-11
     10.983      2.678    .4500   .100E+01       .503    .4500   .304E-08      4.369    .4500   .192E-16       .000    .4500   .469E-11
     11.038      2.679    .4500   .100E+01       .502    .4500   .324E-08      4.367    .4500   .213E-16       .000    .4500   .508E-11
     11.093      2.680    .4500   .100E+01       .501    .4500   .345E-08      4.364    .4500   .235E-16       .000    .4500   .550E-11
     11.148      2.681    .4500   .100E+01       .500    .4500   .367E-08      4.362    .4500   .260E-16       .000    .4500   .595E-11
     11.203      2.682    .4500   .100E+01       .500    .4500   .391E-08      4.359    .4500   .287E-16       .000    .4500   .644E-11
     11.257      2.683    .4500   .100E+01       .499    .4500   .416E-08      4.357    .4500   .317E-16       .000    .4500   .696E-11
     11.312      2.684    .4500   .100E+01       .499    .4500   .443E-08      4.354    .4500   .350E-16       .000    .4500   .753E-11
     11.367      2.685    .4500   .100E+01       .498    .4500   .471E-08      4.352    .4500   .386E-16       .000    .4500   .813E-11
     11.422      2.686    .4500   .100E+01       .497    .4500   .500E-08      4.350    .4500   .426E-16       .000    .4500   .878E-11
     11.477      2.687    .4500   .100E+01       .497    .4500   .531E-08      4.347    .4500   .469E-16       .000    .4500   .947E-11
