


                         Node(***)                      Node(***)                      Node(***)                      Node(***)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc        hNew     theta     conc    
     90.608      2.833    .4500  -.193E-04       .539    .4500   .162E+00      4.156    .4500   .103E-02       .000    .4500   .324E-01
     90.664      2.833    .4500  -.191E-04       .539    .4500   .162E+00      4.156    .4500   .103E-02       .000    .4500   .325E-01
     90.719      2.833    .4500  -.189E-04       .539    .4500   .163E+00      4.156    .4500   .104E-02       .000    .4500   .326E-01
     90.775      2.833    .4500  -.187E-04       .539    .4500   .163E+00      4.156    .4500   .105E-02       .000    .4500   .327E-01
     90.830      2.833    .4500  -.185E-04       .539    .4500   .164E+00      4.156    .4500   .105E-02       .000    .4500   .328E-01
     90.886      2.833    .4500  -.183E-04       .539    .4500   .164E+00      4.156    .4500   .106E-02       .000    .4500   .330E-01
     90.941      2.833    .4500  -.181E-04       .539    .4500   .165E+00      4.156    .4500   .107E-02       .000    .4500   .331E-01
     90.997      2.833    .4500  -.179E-04       .539    .4500   .165E+00      4.156    .4500   .107E-02       .000    .4500   .332E-01
     91.053      2.833    .4500  -.177E-04       .539    .4500   .166E+00      4.156    .4500   .108E-02       .000    .4500   .333E-01
     91.108      2.833    .4500  -.175E-04       .539    .4500   .166E+00      4.156    .4500   .108E-02       .000    .4500   .334E-01
     91.164      2.833    .4500  -.173E-04       .539    .4500   .167E+00      4.156    .4500   .109E-02       .000    .4500   .336E-01
     91.219      2.833    .4500  -.171E-04       .539    .4500   .167E+00      4.156    .4500   .110E-02       .000    .4500   .337E-01
     91.275      2.833    .4500  -.170E-04       .539    .4500   .167E+00      4.156    .4500   .110E-02       .000    .4500   .338E-01
     91.330      2.833    .4500  -.168E-04       .539    .4500   .168E+00      4.156    .4500   .111E-02       .000    .4500   .339E-01
     91.386      2.833    .4500  -.166E-04       .539    .4500   .168E+00      4.156    .4500   .112E-02       .000    .4500   .341E-01
     91.441      2.833    .4500  -.164E-04       .539    .4500   .169E+00      4.156    .4500   .112E-02       .000    .4500   .342E-01
     91.497      2.833    .4500  -.162E-04       .539    .4500   .169E+00      4.156    .4500   .113E-02       .000    .4500   .343E-01
     91.552      2.833    .4500  -.160E-04       .539    .4500   .170E+00      4.156    .4500   .113E-02       .000    .4500   .344E-01
     91.608      2.833    .4500  -.159E-04       .539    .4500   .170E+00      4.156    .4500   .114E-02       .000    .4500   .346E-01
     91.663      2.833    .4500  -.157E-04       .539    .4500   .171E+00      4.156    .4500   .115E-02       .000    .4500   .347E-01
     91.719      2.833    .4500  -.155E-04       .539    .4500   .171E+00      4.156    .4500   .115E-02       .000    .4500   .348E-01
     91.775      2.833    .4500  -.153E-04       .539    .4500   .172E+00      4.156    .4500   .116E-02       .000    .4500   .349E-01
     91.830      2.833    .4500  -.152E-04       .539    .4500   .172E+00      4.156    .4500   .117E-02       .000    .4500   .351E-01
     91.886      2.833    .4500  -.150E-04       .539    .4500   .173E+00      4.156    .4500   .117E-02       .000    .4500   .352E-01
     91.941      2.833    .4500  -.148E-04       .539    .4500   .173E+00      4.156    .4500   .118E-02       .000    .4500   .353E-01
     91.997      2.833    .4500  -.146E-04       .539    .4500   .174E+00      4.156    .4500   .119E-02       .000    .4500   .354E-01
     92.052      2.833    .4500  -.145E-04       .539    .4500   .174E+00      4.156    .4500   .119E-02       .000    .4500   .356E-01
     92.108      2.833    .4500  -.143E-04       .539    .4500   .175E+00      4.156    .4500   .120E-02       .000    .4500   .357E-01
     92.163      2.833    .4500  -.141E-04       .539    .4500   .175E+00      4.156    .4500   .121E-02       .000    .4500   .358E-01
     92.219      2.833    .4500  -.140E-04       .539    .4500   .176E+00      4.156    .4500   .121E-02       .000    .4500   .360E-01
     92.274      2.833    .4500  -.138E-04       .539    .4500   .176E+00      4.156    .4500   .122E-02       .000    .4500   .361E-01
     92.330      2.833    .4500  -.136E-04       .539    .4500   .177E+00      4.156    .4500   .123E-02       .000    .4500   .362E-01
     92.386      2.833    .4500  -.135E-04       .539    .4500   .177E+00      4.156    .4500   .123E-02       .000    .4500   .363E-01
     92.441      2.833    .4500  -.133E-04       .539    .4500   .178E+00      4.156    .4500   .124E-02       .000    .4500   .365E-01
     92.497      2.833    .4500  -.132E-04       .539    .4500   .178E+00      4.156    .4500   .125E-02       .000    .4500   .366E-01
     92.552      2.833    .4500  -.130E-04       .539    .4500   .179E+00      4.156    .4500   .126E-02       .000    .4500   .367E-01
     92.608      2.833    .4500  -.128E-04       .539    .4500   .179E+00      4.156    .4500   .126E-02       .000    .4500   .369E-01
     92.663      2.833    .4500  -.127E-04       .539    .4500   .180E+00      4.156    .4500   .127E-02       .000    .4500   .370E-01
     92.719      2.833    .4500  -.125E-04       .539    .4500   .180E+00      4.156    .4500   .128E-02       .000    .4500   .371E-01
     92.774      2.833    .4500  -.124E-04       .539    .4500   .181E+00      4.156    .4500   .128E-02       .000    .4500   .372E-01
     92.830      2.833    .4500  -.122E-04       .539    .4500   .181E+00      4.156    .4500   .129E-02       .000    .4500   .374E-01
     92.885      2.833    .4500  -.121E-04       .539    .4500   .182E+00      4.156    .4500   .130E-02       .000    .4500   .375E-01
     92.941      2.833    .4500  -.119E-04       .539    .4500   .182E+00      4.156    .4500   .131E-02       .000    .4500   .376E-01
     92.996      2.833    .4500  -.118E-04       .539    .4500   .183E+00      4.156    .4500   .131E-02       .000    .4500   .378E-01
     93.052      2.833    .4500  -.116E-04       .539    .4500   .183E+00      4.156    .4500   .132E-02       .000    .4500   .379E-01
     93.108      2.833    .4500  -.115E-04       .539    .4500   .184E+00      4.156    .4500   .133E-02       .000    .4500   .380E-01
     93.163      2.833    .4500  -.113E-04       .539    .4500   .184E+00      4.156    .4500   .134E-02       .000    .4500   .382E-01
     93.219      2.833    .4500  -.112E-04       .539    .4500   .185E+00      4.156    .4500   .134E-02       .000    .4500   .383E-01
     93.274      2.833    .4500  -.110E-04       .539    .4500   .185E+00      4.156    .4500   .135E-02       .000    .4500   .384E-01
     93.330      2.833    .4500  -.109E-04       .539    .4500   .186E+00      4.156    .4500   .136E-02       .000    .4500   .386E-01
     93.385      2.833    .4500  -.107E-04       .539    .4500   .186E+00      4.156    .4500   .136E-02       .000    .4500   .387E-01
     93.441      2.833    .4500  -.106E-04       .539    .4500   .187E+00      4.156    .4500   .137E-02       .000    .4500   .388E-01
     93.496      2.833    .4500  -.104E-04       .539    .4500   .188E+00      4.156    .4500   .138E-02       .000    .4500   .390E-01
     93.552      2.833    .4500  -.103E-04       .539    .4500   .188E+00      4.156    .4500   .139E-02       .000    .4500   .391E-01
     93.607      2.833    .4500  -.102E-04       .539    .4500   .189E+00      4.156    .4500   .140E-02       .000    .4500   .393E-01
     93.663      2.833    .4500  -.100E-04       .539    .4500   .189E+00      4.156    .4500   .140E-02       .000    .4500   .394E-01
     93.719      2.833    .4500  -.988E-05       .539    .4500   .190E+00      4.156    .4500   .141E-02       .000    .4500   .395E-01
     93.774      2.833    .4500  -.974E-05       .539    .4500   .190E+00      4.156    .4500   .142E-02       .000    .4500   .397E-01
     93.830      2.833    .4500  -.960E-05       .539    .4500   .191E+00      4.156    .4500   .143E-02       .000    .4500   .398E-01
     93.885      2.833    .4500  -.947E-05       .539    .4500   .191E+00      4.156    .4500   .143E-02       .000    .4500   .399E-01
     93.941      2.833    .4500  -.933E-05       .539    .4500   .192E+00      4.156    .4500   .144E-02       .000    .4500   .401E-01
     93.996      2.833    .4500  -.920E-05       .539    .4500   .192E+00      4.156    .4500   .145E-02       .000    .4500   .402E-01
     94.052      2.833    .4500  -.907E-05       .539    .4500   .193E+00      4.156    .4500   .146E-02       .000    .4500   .403E-01
     94.107      2.833    .4500  -.894E-05       .539    .4500   .193E+00      4.156    .4500   .147E-02       .000    .4500   .405E-01
     94.163      2.833    .4500  -.881E-05       .539    .4500   .194E+00      4.156    .4500   .147E-02       .000    .4500   .406E-01
     94.218      2.833    .4500  -.868E-05       .539    .4500   .194E+00      4.156    .4500   .148E-02       .000    .4500   .408E-01
     94.274      2.833    .4500  -.855E-05       .539    .4500   .195E+00      4.156    .4500   .149E-02       .000    .4500   .409E-01
     94.329      2.833    .4500  -.842E-05       .539    .4500   .195E+00      4.156    .4500   .150E-02       .000    .4500   .410E-01
     94.385      2.833    .4500  -.829E-05       .539    .4500   .196E+00      4.156    .4500   .151E-02       .000    .4500   .412E-01
     94.441      2.833    .4500  -.816E-05       .539    .4500   .196E+00      4.156    .4500   .151E-02       .000    .4500   .413E-01
     94.496      2.833    .4500  -.804E-05       .539    .4500   .197E+00      4.156    .4500   .152E-02       .000    .4500   .415E-01
     94.552      2.833    .4500  -.791E-05       .539    .4500   .197E+00      4.156    .4500   .153E-02       .000    .4500   .416E-01
     94.607      2.833    .4500  -.779E-05       .539    .4500   .198E+00      4.156    .4500   .154E-02       .000    .4500   .417E-01
     94.663      2.833    .4500  -.767E-05       .539    .4500   .199E+00      4.156    .4500   .155E-02       .000    .4500   .419E-01
     94.718      2.833    .4500  -.755E-05       .539    .4500   .199E+00      4.156    .4500   .156E-02       .000    .4500   .420E-01
     94.774      2.833    .4500  -.743E-05       .539    .4500   .200E+00      4.156    .4500   .156E-02       .000    .4500   .422E-01
     94.829      2.833    .4500  -.731E-05       .539    .4500   .200E+00      4.156    .4500   .157E-02       .000    .4500   .423E-01
     94.885      2.833    .4500  -.719E-05       .539    .4500   .201E+00      4.156    .4500   .158E-02       .000    .4500   .425E-01
     94.940      2.833    .4500  -.707E-05       .539    .4500   .201E+00      4.156    .4500   .159E-02       .000    .4500   .426E-01
     94.996      2.833    .4500  -.695E-05       .539    .4500   .202E+00      4.156    .4500   .160E-02       .000    .4500   .427E-01
     95.052      2.833    .4500  -.683E-05       .539    .4500   .202E+00      4.156    .4500   .161E-02       .000    .4500   .429E-01
     95.107      2.833    .4500  -.672E-05       .539    .4500   .203E+00      4.156    .4500   .162E-02       .000    .4500   .430E-01
     95.163      2.833    .4500  -.660E-05       .539    .4500   .203E+00      4.156    .4500   .162E-02       .000    .4500   .432E-01
     95.218      2.833    .4500  -.649E-05       .539    .4500   .204E+00      4.156    .4500   .163E-02       .000    .4500   .433E-01
     95.274      2.833    .4500  -.638E-05       .539    .4500   .204E+00      4.156    .4500   .164E-02       .000    .4500   .435E-01
     95.329      2.833    .4500  -.626E-05       .539    .4500   .205E+00      4.156    .4500   .165E-02       .000    .4500   .436E-01
     95.385      2.833    .4500  -.615E-05       .539    .4500   .205E+00      4.156    .4500   .166E-02       .000    .4500   .438E-01
     95.440      2.833    .4500  -.604E-05       .539    .4500   .206E+00      4.156    .4500   .167E-02       .000    .4500   .439E-01
     95.496      2.833    .4500  -.593E-05       .539    .4500   .207E+00      4.156    .4500   .168E-02       .000    .4500   .440E-01
     95.551      2.833    .4500  -.582E-05       .539    .4500   .207E+00      4.156    .4500   .169E-02       .000    .4500   .442E-01
     95.607      2.833    .4500  -.572E-05       .539    .4500   .208E+00      4.156    .4500   .169E-02       .000    .4500   .443E-01
     95.662      2.833    .4500  -.561E-05       .539    .4500   .208E+00      4.156    .4500   .170E-02       .000    .4500   .445E-01
     95.718      2.833    .4500  -.550E-05       .539    .4500   .209E+00      4.156    .4500   .171E-02       .000    .4500   .446E-01
     95.774      2.833    .4500  -.540E-05       .539    .4500   .209E+00      4.156    .4500   .172E-02       .000    .4500   .448E-01
     95.829      2.833    .4500  -.529E-05       .539    .4500   .210E+00      4.156    .4500   .173E-02       .000    .4500   .449E-01
     95.885      2.833    .4500  -.519E-05       .539    .4500   .210E+00      4.156    .4500   .174E-02       .000    .4500   .451E-01
     95.940      2.833    .4500  -.508E-05       .539    .4500   .211E+00      4.156    .4500   .175E-02       .000    .4500   .452E-01
     95.996      2.833    .4500  -.498E-05       .539    .4500   .211E+00      4.156    .4500   .176E-02       .000    .4500   .454E-01
     96.051      2.833    .4500  -.488E-05       .539    .4500   .212E+00      4.156    .4500   .177E-02       .000    .4500   .455E-01
     96.107      2.833    .4500  -.478E-05       .539    .4500   .213E+00      4.156    .4500   .178E-02       .000    .4500   .457E-01
     96.162      2.833    .4500  -.468E-05       .539    .4500   .213E+00      4.156    .4500   .179E-02       .000    .4500   .458E-01
     96.218      2.833    .4500  -.458E-05       .539    .4500   .214E+00      4.156    .4500   .180E-02       .000    .4500   .460E-01
     96.273      2.833    .4500  -.448E-05       .539    .4500   .214E+00      4.156    .4500   .181E-02       .000    .4500   .461E-01
     96.329      2.833    .4500  -.438E-05       .539    .4500   .215E+00      4.156    .4500   .181E-02       .000    .4500   .463E-01
     96.385      2.833    .4500  -.429E-05       .539    .4500   .215E+00      4.156    .4500   .182E-02       .000    .4500   .464E-01
     96.440      2.833    .4500  -.419E-05       .539    .4500   .216E+00      4.156    .4500   .183E-02       .000    .4500   .466E-01
     96.496      2.833    .4500  -.409E-05       .539    .4500   .216E+00      4.156    .4500   .184E-02       .000    .4500   .467E-01
     96.551      2.833    .4500  -.400E-05       .539    .4500   .217E+00      4.156    .4500   .185E-02       .000    .4500   .469E-01
     96.607      2.833    .4500  -.391E-05       .539    .4500   .217E+00      4.156    .4500   .186E-02       .000    .4500   .470E-01
     96.662      2.833    .4500  -.381E-05       .539    .4500   .218E+00      4.156    .4500   .187E-02       .000    .4500   .472E-01
     96.718      2.833    .4500  -.372E-05       .539    .4500   .219E+00      4.156    .4500   .188E-02       .000    .4500   .473E-01
     96.773      2.833    .4500  -.363E-05       .539    .4500   .219E+00      4.156    .4500   .189E-02       .000    .4500   .475E-01
     96.829      2.833    .4500  -.354E-05       .539    .4500   .220E+00      4.156    .4500   .190E-02       .000    .4500   .476E-01
     96.884      2.833    .4500  -.345E-05       .539    .4500   .220E+00      4.156    .4500   .191E-02       .000    .4500   .478E-01
     96.940      2.833    .4500  -.336E-05       .539    .4500   .221E+00      4.156    .4500   .192E-02       .000    .4500   .480E-01
     96.995      2.833    .4500  -.327E-05       .539    .4500   .221E+00      4.156    .4500   .193E-02       .000    .4500   .481E-01
     97.051      2.833    .4500  -.318E-05       .539    .4500   .222E+00      4.156    .4500   .194E-02       .000    .4500   .483E-01
     97.107      2.833    .4500  -.309E-05       .539    .4500   .222E+00      4.156    .4500   .195E-02       .000    .4500   .484E-01
     97.162      2.833    .4500  -.301E-05       .539    .4500   .223E+00      4.156    .4500   .196E-02       .000    .4500   .486E-01
     97.218      2.833    .4500  -.292E-05       .539    .4500   .224E+00      4.156    .4500   .197E-02       .000    .4500   .487E-01
     97.273      2.833    .4500  -.284E-05       .539    .4500   .224E+00      4.156    .4500   .198E-02       .000    .4500   .489E-01
     97.329      2.833    .4500  -.275E-05       .539    .4500   .225E+00      4.156    .4500   .199E-02       .000    .4500   .490E-01
     97.384      2.833    .4500  -.267E-05       .539    .4500   .225E+00      4.156    .4500   .200E-02       .000    .4500   .492E-01
     97.440      2.833    .4500  -.259E-05       .539    .4500   .226E+00      4.156    .4500   .201E-02       .000    .4500   .494E-01
     97.495      2.833    .4500  -.250E-05       .539    .4500   .226E+00      4.156    .4500   .202E-02       .000    .4500   .495E-01
     97.551      2.833    .4500  -.242E-05       .539    .4500   .227E+00      4.156    .4500   .203E-02       .000    .4500   .497E-01
     97.606      2.833    .4500  -.234E-05       .539    .4500   .228E+00      4.156    .4500   .204E-02       .000    .4500   .498E-01
     97.662      2.833    .4500  -.226E-05       .539    .4500   .228E+00      4.156    .4500   .205E-02       .000    .4500   .500E-01
     97.718      2.833    .4500  -.218E-05       .539    .4500   .229E+00      4.156    .4500   .207E-02       .000    .4500   .501E-01
     97.773      2.833    .4500  -.210E-05       .539    .4500   .229E+00      4.156    .4500   .208E-02       .000    .4500   .503E-01
     97.829      2.833    .4500  -.202E-05       .539    .4500   .230E+00      4.156    .4500   .209E-02       .000    .4500   .505E-01
     97.884      2.833    .4500  -.195E-05       .539    .4500   .230E+00      4.156    .4500   .210E-02       .000    .4500   .506E-01
     97.940      2.833    .4500  -.187E-05       .539    .4500   .231E+00      4.156    .4500   .211E-02       .000    .4500   .508E-01
     97.995      2.833    .4500  -.179E-05       .539    .4500   .232E+00      4.156    .4500   .212E-02       .000    .4500   .509E-01
     98.051      2.833    .4500  -.172E-05       .539    .4500   .232E+00      4.156    .4500   .213E-02       .000    .4500   .511E-01
     98.106      2.833    .4500  -.164E-05       .539    .4500   .233E+00      4.156    .4500   .214E-02       .000    .4500   .513E-01
     98.162      2.833    .4500  -.157E-05       .539    .4500   .233E+00      4.156    .4500   .215E-02       .000    .4500   .514E-01
     98.217      2.833    .4500  -.149E-05       .539    .4500   .234E+00      4.156    .4500   .216E-02       .000    .4500   .516E-01
     98.273      2.833    .4500  -.142E-05       .539    .4500   .234E+00      4.156    .4500   .217E-02       .000    .4500   .517E-01
     98.329      2.833    .4500  -.135E-05       .539    .4500   .235E+00      4.156    .4500   .218E-02       .000    .4500   .519E-01
     98.384      2.833    .4500  -.128E-05       .539    .4500   .236E+00      4.156    .4500   .219E-02       .000    .4500   .521E-01
     98.440      2.833    .4500  -.121E-05       .539    .4500   .236E+00      4.156    .4500   .221E-02       .000    .4500   .522E-01
     98.495      2.833    .4500  -.113E-05       .539    .4500   .237E+00      4.156    .4500   .222E-02       .000    .4500   .524E-01
     98.551      2.833    .4500  -.106E-05       .539    .4500   .237E+00      4.156    .4500   .223E-02       .000    .4500   .526E-01
     98.606      2.833    .4500  -.995E-06       .539    .4500   .238E+00      4.156    .4500   .224E-02       .000    .4500   .527E-01
     98.662      2.833    .4500  -.927E-06       .539    .4500   .238E+00      4.156    .4500   .225E-02       .000    .4500   .529E-01
     98.717      2.833    .4500  -.859E-06       .539    .4500   .239E+00      4.156    .4500   .226E-02       .000    .4500   .530E-01
     98.773      2.833    .4500  -.791E-06       .539    .4500   .240E+00      4.156    .4500   .227E-02       .000    .4500   .532E-01
     98.828      2.833    .4500  -.725E-06       .539    .4500   .240E+00      4.156    .4500   .229E-02       .000    .4500   .534E-01
     98.884      2.833    .4500  -.658E-06       .539    .4500   .241E+00      4.156    .4500   .230E-02       .000    .4500   .535E-01
     98.939      2.833    .4500  -.593E-06       .539    .4500   .241E+00      4.156    .4500   .231E-02       .000    .4500   .537E-01
     98.995      2.833    .4500  -.528E-06       .539    .4500   .242E+00      4.156    .4500   .232E-02       .000    .4500   .539E-01
     99.051      2.833    .4500  -.463E-06       .539    .4500   .242E+00      4.156    .4500   .233E-02       .000    .4500   .540E-01
     99.106      2.833    .4500  -.400E-06       .539    .4500   .243E+00      4.156    .4500   .234E-02       .000    .4500   .542E-01
     99.162      2.833    .4500  -.336E-06       .539    .4500   .244E+00      4.156    .4500   .235E-02       .000    .4500   .544E-01
     99.217      2.833    .4500  -.274E-06       .539    .4500   .244E+00      4.156    .4500   .237E-02       .000    .4500   .545E-01
     99.273      2.833    .4500  -.212E-06       .539    .4500   .245E+00      4.156    .4500   .238E-02       .000    .4500   .547E-01
     99.328      2.833    .4500  -.150E-06       .539    .4500   .245E+00      4.156    .4500   .239E-02       .000    .4500   .549E-01
     99.384      2.833    .4500  -.892E-07       .539    .4500   .246E+00      4.156    .4500   .240E-02       .000    .4500   .550E-01
     99.439      2.833    .4500  -.288E-07       .539    .4500   .247E+00      4.156    .4500   .241E-02       .000    .4500   .552E-01
     99.495      2.833    .4500   .309E-07       .539    .4500   .247E+00      4.156    .4500   .243E-02       .000    .4500   .554E-01
     99.550      2.833    .4500   .901E-07       .539    .4500   .248E+00      4.156    .4500   .244E-02       .000    .4500   .555E-01
     99.606      2.833    .4500   .149E-06       .539    .4500   .248E+00      4.156    .4500   .245E-02       .000    .4500   .557E-01
     99.662      2.833    .4500   .207E-06       .539    .4500   .249E+00      4.156    .4500   .246E-02       .000    .4500   .559E-01
     99.717      2.833    .4500   .264E-06       .539    .4500   .249E+00      4.156    .4500   .247E-02       .000    .4500   .560E-01
     99.773      2.833    .4500   .321E-06       .539    .4500   .250E+00      4.156    .4500   .249E-02       .000    .4500   .562E-01
     99.828      2.833    .4500   .378E-06       .539    .4500   .251E+00      4.156    .4500   .250E-02       .000    .4500   .564E-01
     99.884      2.833    .4500   .434E-06       .539    .4500   .251E+00      4.156    .4500   .251E-02       .000    .4500   .566E-01
     99.939      2.833    .4500   .489E-06       .539    .4500   .252E+00      4.156    .4500   .252E-02       .000    .4500   .567E-01
     99.970      2.833    .4500   .519E-06       .539    .4500   .252E+00      4.156    .4500   .253E-02       .000    .4500   .568E-01
    100.000      2.833    .4500   .549E-06       .539    .4500   .252E+00      4.156    .4500   .254E-02       .000    .4500   .569E-01
    100.056      2.833    .4500   .603E-06       .539    .4500   .253E+00      4.156    .4500   .255E-02       .000    .4500   .571E-01
    100.111      2.833    .4500   .657E-06       .539    .4500   .254E+00      4.156    .4500   .256E-02       .000    .4500   .573E-01
    100.167      2.833    .4500   .710E-06       .539    .4500   .254E+00      4.156    .4500   .257E-02       .000    .4500   .574E-01
    100.222      2.833    .4500   .763E-06       .539    .4500   .255E+00      4.156    .4500   .259E-02       .000    .4500   .576E-01
    100.278      2.833    .4500   .815E-06       .539    .4500   .255E+00      4.156    .4500   .260E-02       .000    .4500   .578E-01
    100.333      2.833    .4500   .866E-06       .539    .4500   .256E+00      4.156    .4500   .261E-02       .000    .4500   .579E-01
    100.389      2.833    .4500   .917E-06       .539    .4500   .257E+00      4.156    .4500   .263E-02       .000    .4500   .581E-01
    100.444      2.833    .4500   .968E-06       .539    .4500   .257E+00      4.156    .4500   .264E-02       .000    .4500   .583E-01
    100.500      2.833    .4500   .102E-05       .539    .4500   .258E+00      4.156    .4500   .265E-02       .000    .4500   .585E-01
    100.555      2.833    .4500   .107E-05       .539    .4500   .258E+00      4.156    .4500   .266E-02       .000    .4500   .586E-01
    100.611      2.833    .4500   .112E-05       .539    .4500   .259E+00      4.156    .4500   .268E-02       .000    .4500   .588E-01
    100.666      2.833    .4500   .116E-05       .539    .4500   .260E+00      4.157    .4500   .269E-02       .000    .4500   .590E-01
    100.722      2.833    .4500   .121E-05       .539    .4500   .260E+00      4.157    .4500   .270E-02       .000    .4500   .592E-01
    100.777      2.833    .4500   .126E-05       .539    .4500   .261E+00      4.157    .4500   .272E-02       .000    .4500   .593E-01
    100.833      2.833    .4500   .131E-05       .539    .4500   .261E+00      4.157    .4500   .273E-02       .000    .4500   .595E-01
    100.888      2.833    .4500   .135E-05       .539    .4500   .262E+00      4.157    .4500   .274E-02       .000    .4500   .597E-01
    100.944      2.833    .4500   .140E-05       .539    .4500   .263E+00      4.157    .4500   .276E-02       .000    .4500   .599E-01
    100.999      2.833    .4500   .145E-05       .539    .4500   .263E+00      4.157    .4500   .277E-02       .000    .4500   .600E-01
    101.055      2.833    .4500   .149E-05       .539    .4500   .264E+00      4.157    .4500   .278E-02       .000    .4500   .602E-01
    101.111      2.833    .4500   .154E-05       .539    .4500   .264E+00      4.157    .4500   .280E-02       .000    .4500   .604E-01
    101.166      2.833    .4500   .158E-05       .539    .4500   .265E+00      4.157    .4500   .281E-02       .000    .4500   .606E-01
    101.222      2.833    .4500   .162E-05       .539    .4500   .266E+00      4.157    .4500   .282E-02       .000    .4500   .607E-01
    101.277      2.833    .4500   .167E-05       .539    .4500   .266E+00      4.157    .4500   .284E-02       .000    .4500   .609E-01
    101.333      2.833    .4500   .171E-05       .539    .4500   .267E+00      4.157    .4500   .285E-02       .000    .4500   .611E-01
    101.388      2.833    .4500   .175E-05       .539    .4500   .267E+00      4.157    .4500   .286E-02       .000    .4500   .613E-01
    101.444      2.833    .4500   .179E-05       .539    .4500   .268E+00      4.157    .4500   .288E-02       .000    .4500   .615E-01
    101.499      2.833    .4500   .183E-05       .539    .4500   .269E+00      4.157    .4500   .289E-02       .000    .4500   .616E-01
    101.555      2.833    .4500   .188E-05       .539    .4500   .269E+00      4.157    .4500   .291E-02       .000    .4500   .618E-01
    101.610      2.833    .4500   .192E-05       .539    .4500   .270E+00      4.157    .4500   .292E-02       .000    .4500   .620E-01
    101.666      2.833    .4500   .196E-05       .539    .4500   .270E+00      4.157    .4500   .293E-02       .000    .4500   .622E-01
    101.721      2.833    .4500   .200E-05       .539    .4500   .271E+00      4.157    .4500   .295E-02       .000    .4500   .624E-01
    101.777      2.833    .4500   .203E-05       .539    .4500   .272E+00      4.157    .4500   .296E-02       .000    .4500   .625E-01
    101.832      2.833    .4500   .207E-05       .539    .4500   .272E+00      4.157    .4500   .298E-02       .000    .4500   .627E-01
    101.888      2.833    .4500   .211E-05       .539    .4500   .273E+00      4.157    .4500   .299E-02       .000    .4500   .629E-01
    101.943      2.833    .4500   .215E-05       .539    .4500   .273E+00      4.157    .4500   .300E-02       .000    .4500   .631E-01
    101.999      2.833    .4500   .219E-05       .539    .4500   .274E+00      4.157    .4500   .302E-02       .000    .4500   .633E-01
    102.054      2.833    .4500   .222E-05       .539    .4500   .275E+00      4.157    .4500   .303E-02       .000    .4500   .634E-01
    102.110      2.833    .4500   .226E-05       .539    .4500   .275E+00      4.157    .4500   .305E-02       .000    .4500   .636E-01
    102.166      2.833    .4500   .230E-05       .539    .4500   .276E+00      4.157    .4500   .306E-02       .000    .4500   .638E-01
    102.221      2.833    .4500   .233E-05       .539    .4500   .276E+00      4.157    .4500   .308E-02       .000    .4500   .640E-01
    102.277      2.833    .4500   .237E-05       .539    .4500   .277E+00      4.157    .4500   .309E-02       .000    .4500   .642E-01
    102.332      2.833    .4500   .240E-05       .539    .4500   .278E+00      4.157    .4500   .310E-02       .000    .4500   .644E-01
    102.388      2.833    .4500   .244E-05       .539    .4500   .278E+00      4.157    .4500   .312E-02       .000    .4500   .645E-01
    102.443      2.833    .4500   .247E-05       .539    .4500   .279E+00      4.157    .4500   .313E-02       .000    .4500   .647E-01
    102.499      2.833    .4500   .250E-05       .539    .4500   .279E+00      4.157    .4500   .315E-02       .000    .4500   .649E-01
    102.554      2.833    .4500   .254E-05       .539    .4500   .280E+00      4.157    .4500   .316E-02       .000    .4500   .651E-01
    102.610      2.833    .4500   .257E-05       .539    .4500   .281E+00      4.157    .4500   .318E-02       .000    .4500   .653E-01
    102.665      2.833    .4500   .260E-05       .539    .4500   .281E+00      4.157    .4500   .319E-02       .000    .4500   .655E-01
    102.721      2.833    .4500   .263E-05       .539    .4500   .282E+00      4.157    .4500   .321E-02       .000    .4500   .656E-01
    102.776      2.833    .4500   .267E-05       .539    .4500   .282E+00      4.157    .4500   .322E-02       .000    .4500   .658E-01
    102.832      2.833    .4500   .270E-05       .539    .4500   .283E+00      4.157    .4500   .324E-02       .000    .4500   .660E-01
    102.887      2.833    .4500   .273E-05       .539    .4500   .284E+00      4.157    .4500   .325E-02       .000    .4500   .662E-01
    102.943      2.833    .4500   .276E-05       .539    .4500   .284E+00      4.157    .4500   .327E-02       .000    .4500   .664E-01
    102.998      2.833    .4500   .279E-05       .539    .4500   .285E+00      4.157    .4500   .328E-02       .000    .4500   .666E-01
    103.054      2.833    .4500   .282E-05       .539    .4500   .286E+00      4.157    .4500   .330E-02       .000    .4500   .668E-01
    103.109      2.833    .4500   .285E-05       .539    .4500   .286E+00      4.157    .4500   .331E-02       .000    .4500   .670E-01
    103.165      2.833    .4500   .288E-05       .539    .4500   .287E+00      4.157    .4500   .333E-02       .000    .4500   .671E-01
    103.221      2.833    .4500   .290E-05       .539    .4500   .287E+00      4.157    .4500   .335E-02       .000    .4500   .673E-01
    103.276      2.833    .4500   .293E-05       .539    .4500   .288E+00      4.157    .4500   .336E-02       .000    .4500   .675E-01
    103.332      2.833    .4500   .296E-05       .539    .4500   .289E+00      4.157    .4500   .338E-02       .000    .4500   .677E-01
    103.387      2.833    .4500   .299E-05       .539    .4500   .289E+00      4.157    .4500   .339E-02       .000    .4500   .679E-01
    103.443      2.833    .4500   .301E-05       .539    .4500   .290E+00      4.157    .4500   .341E-02       .000    .4500   .681E-01
