 Example 2 - Grass Field Problem (Hupselse Beek 1982)

 Program SWMS_3D
 Date:  21. 7.    Time:  12:34:19
 Time dependent boundary conditions
 Units: L = cm   , T = day  , M = -
 All cumulative fluxes (CumQ) are positive out of the region

     Time     CumQAP      CumQRP     CumQA      CumQR     CumQ3       CumQ1      CumQS      CumQ5       CumQ6 ....
      [T]      [L3]        [L3]       [L3]       [L3]      [L3]        [L3]       [L3]       [L3]        [L3]

    173.0000  -.135E+02   .187E+02  -.135E+02   .187E+02   .130E+01   .000E+00   .000E+00   .000E+00   .000E+00
    173.5000  -.136E+02   .189E+02  -.136E+02   .189E+02   .130E+01   .000E+00   .000E+00   .000E+00   .000E+00
    174.0000  -.136E+02   .191E+02  -.136E+02   .191E+02   .130E+01   .000E+00   .000E+00   .000E+00   .000E+00
    174.5000  -.138E+02   .191E+02  -.138E+02   .191E+02   .130E+01   .000E+00   .000E+00   .000E+00   .000E+00
    175.0000  -.139E+02   .192E+02  -.139E+02   .192E+02   .131E+01   .000E+00   .000E+00   .000E+00   .000E+00
    175.5000  -.139E+02   .194E+02  -.139E+02   .194E+02   .131E+01   .000E+00   .000E+00   .000E+00   .000E+00
    176.0000  -.139E+02   .195E+02  -.139E+02   .195E+02   .131E+01   .000E+00   .000E+00   .000E+00   .000E+00
    176.5000  -.142E+02   .197E+02  -.142E+02   .197E+02   .131E+01   .000E+00   .000E+00   .000E+00   .000E+00
    177.0000  -.145E+02   .199E+02  -.145E+02   .199E+02   .132E+01   .000E+00   .000E+00   .000E+00   .000E+00
    177.5000  -.146E+02   .200E+02  -.146E+02   .200E+02   .132E+01   .000E+00   .000E+00   .000E+00   .000E+00
    178.0000  -.147E+02   .201E+02  -.147E+02   .201E+02   .132E+01   .000E+00   .000E+00   .000E+00   .000E+00
    178.5000  -.151E+02   .202E+02  -.151E+02   .202E+02   .132E+01   .000E+00   .000E+00   .000E+00   .000E+00
    179.0000  -.155E+02   .203E+02  -.155E+02   .203E+02   .133E+01   .000E+00   .000E+00   .000E+00   .000E+00
    179.5000  -.158E+02   .204E+02  -.158E+02   .204E+02   .133E+01   .000E+00   .000E+00   .000E+00   .000E+00
    180.0000  -.161E+02   .205E+02  -.161E+02   .205E+02   .133E+01   .000E+00   .000E+00   .000E+00   .000E+00
    180.5000  -.161E+02   .206E+02  -.161E+02   .206E+02   .133E+01   .000E+00   .000E+00   .000E+00   .000E+00
    181.0000  -.161E+02   .208E+02  -.161E+02   .208E+02   .134E+01   .000E+00   .000E+00   .000E+00   .000E+00
    181.5000  -.161E+02   .209E+02  -.161E+02   .209E+02   .134E+01   .000E+00   .000E+00   .000E+00   .000E+00
    182.0000  -.161E+02   .210E+02  -.161E+02   .210E+02   .134E+01   .000E+00   .000E+00   .000E+00   .000E+00
