

 TLevel   Time         dt      Iter  ItCum
  121    .146E+03    .500E+00    3   306
  122    .146E+03    .500E+00    3   309
  123    .147E+03    .500E+00    3   312
  124    .147E+03    .500E+00    3   315
  125    .148E+03    .500E+00    2   317
  126    .148E+03    .500E+00    2   319
  127    .149E+03    .500E+00    2   321
  128    .149E+03    .500E+00    2   323
  129    .150E+03    .500E+00    3   326
  130    .150E+03    .500E+00    3   329
  131    .151E+03    .500E+00    3   332
  132    .151E+03    .500E+00    3   335
  133    .152E+03    .500E+00    3   338
  134    .152E+03    .500E+00    3   341
  135    .153E+03    .500E+00    3   344
  136    .153E+03    .500E+00    3   347
  137    .154E+03    .500E+00    3   350
  138    .154E+03    .500E+00    3   353
  139    .155E+03    .500E+00    2   355
  140    .155E+03    .500E+00    3   358
  141    .156E+03    .500E+00    3   361
  142    .156E+03    .500E+00    3   364
  143    .157E+03    .500E+00    6   370
  144    .157E+03    .500E+00    5   375
  145    .158E+03    .500E+00    3   378
  146    .158E+03    .500E+00    3   381
  147    .159E+03    .500E+00    2   383
  148    .159E+03    .500E+00    2   385
  149    .160E+03    .500E+00    2   387
  150    .160E+03    .500E+00    2   389
  151    .161E+03    .500E+00    2   391
  152    .161E+03    .500E+00    2   393
  153    .162E+03    .500E+00    3   396
  154    .162E+03    .500E+00    3   399
  155    .163E+03    .500E+00    4   403
  156    .163E+03    .500E+00    3   406
  157    .164E+03    .500E+00    3   409
  158    .164E+03    .500E+00    3   412
  159    .165E+03    .500E+00    3   415
  160    .165E+03    .500E+00    2   417
  161    .166E+03    .500E+00    2   419
  162    .166E+03    .500E+00    2   421
  163    .167E+03    .500E+00    5   426
  164    .167E+03    .500E+00    5   431
  165    .168E+03    .500E+00    3   434
  166    .168E+03    .500E+00    3   437
  167    .169E+03    .500E+00    2   439
  168    .169E+03    .500E+00    2   441
  169    .170E+03    .500E+00    5   446
  170    .170E+03    .500E+00    4   450
  171    .171E+03    .500E+00    3   453
  172    .171E+03    .500E+00    3   456
  173    .172E+03    .500E+00    2   458
  174    .172E+03    .500E+00    2   460
  175    .173E+03    .500E+00    6   466
  176    .173E+03    .500E+00    6   472
  177    .174E+03    .500E+00    4   476
  178    .174E+03    .500E+00    3   479
  179    .175E+03    .500E+00    3   482
  180    .175E+03    .500E+00    3   485
  181    .176E+03    .500E+00    3   488
  182    .176E+03    .500E+00    2   490
  183    .177E+03    .500E+00    3   493
  184    .177E+03    .500E+00    3   496
  185    .178E+03    .500E+00    3   499
  186    .178E+03    .500E+00    3   502
  187    .179E+03    .500E+00    4   506
  188    .179E+03    .500E+00    4   510
  189    .180E+03    .500E+00    3   513
  190    .180E+03    .500E+00    3   516
  191    .181E+03    .500E+00    3   519
  192    .181E+03    .500E+00    3   522
  193    .182E+03    .500E+00    2   524
  194    .182E+03    .500E+00    2   526
  195    .183E+03    .500E+00    2   528
  196    .183E+03    .500E+00    2   530
  197    .184E+03    .500E+00    3   533
  198    .184E+03    .500E+00    3   536
  199    .185E+03    .500E+00    3   539
  200    .185E+03    .500E+00    2   541
  201    .186E+03    .500E+00    2   543
  202    .186E+03    .500E+00    2   545
  203    .187E+03    .500E+00    2   547
  204    .187E+03    .500E+00    2   549
  205    .188E+03    .500E+00    2   551
  206    .188E+03    .500E+00    2   553
  207    .189E+03    .500E+00    3   556
  208    .189E+03    .500E+00    3   559
  209    .190E+03    .500E+00    3   562
  210    .190E+03    .500E+00    3   565
  211    .191E+03    .500E+00    2   567
  212    .191E+03    .500E+00    2   569
  213    .192E+03    .500E+00    3   572
  214    .192E+03    .500E+00    3   575
  215    .193E+03    .500E+00    3   578
  216    .193E+03    .500E+00    3   581
  217    .194E+03    .500E+00    3   584
  218    .194E+03    .500E+00    3   587
  219    .195E+03    .500E+00    3   590
  220    .195E+03    .500E+00    3   593
  221    .196E+03    .500E+00    3   596
  222    .196E+03    .500E+00    3   599
  223    .197E+03    .500E+00    2   601
  224    .197E+03    .500E+00    3   604
  225    .198E+03    .500E+00    2   606
  226    .198E+03    .500E+00    2   608
  227    .199E+03    .500E+00    3   611
  228    .199E+03    .500E+00    3   614
  229    .200E+03    .500E+00    2   616
  230    .200E+03    .500E+00    2   618
  231    .201E+03    .500E+00    2   620
  232    .201E+03    .500E+00    2   622
  233    .202E+03    .500E+00    2   624
  234    .202E+03    .500E+00    2   626
  235    .203E+03    .500E+00    2   628
  236    .203E+03    .500E+00    2   630
  237    .204E+03    .500E+00    2   632
  238    .204E+03    .500E+00    2   634
  239    .205E+03    .500E+00    2   636
  240    .205E+03    .500E+00    2   638
  241    .206E+03    .500E+00    2   640
  242    .206E+03    .500E+00    2   642
  243    .207E+03    .500E+00    2   644
  244    .207E+03    .500E+00    2   646
  245    .208E+03    .500E+00    3   649
  246    .208E+03    .500E+00    2   651
  247    .209E+03    .500E+00    2   653
  248    .209E+03    .500E+00    2   655
  249    .210E+03    .500E+00    3   658
  250    .210E+03    .500E+00    3   661
  251    .211E+03    .500E+00    3   664
  252    .211E+03    .500E+00    3   667
  253    .212E+03    .500E+00    3   670
  254    .212E+03    .500E+00    3   673
  255    .213E+03    .500E+00    2   675
  256    .213E+03    .500E+00    2   677
  257    .214E+03    .500E+00    3   680
  258    .214E+03    .500E+00    3   683
  259    .215E+03    .500E+00    3   686
  260    .215E+03    .500E+00    3   689
  261    .216E+03    .500E+00    3   692
  262    .216E+03    .500E+00    2   694
  263    .217E+03    .500E+00    9   703
  264    .217E+03    .167E+00    5   708
  265    .217E+03    .167E+00    5   713
  266    .217E+03    .167E+00    4   717
  267    .217E+03    .143E+00    3   720
  268    .217E+03    .214E+00    3   723
  269    .218E+03    .214E+00    3   726
  270    .218E+03    .429E+00    2   728
  271    .219E+03    .500E+00    2   730
  272    .219E+03    .500E+00    2   732
  273    .220E+03    .500E+00    2   734
  274    .220E+03    .500E+00    2   736
  275    .221E+03    .500E+00    4   740
  276    .221E+03    .500E+00    3   743
  277    .222E+03    .500E+00    3   746
  278    .222E+03    .500E+00    2   748
  279    .223E+03    .500E+00    2   750
  280    .223E+03    .500E+00    2   752
  281    .224E+03    .500E+00    3   755
  282    .224E+03    .500E+00    2   757
  283    .225E+03    .500E+00    2   759
  284    .225E+03    .500E+00    2   761
  285    .226E+03    .500E+00    5   766
  286    .226E+03    .500E+00    5   771
  287    .227E+03    .500E+00    7   778
  288    .227E+03    .167E+00    5   783
  289    .227E+03    .167E+00    5   788
  290    .227E+03    .167E+00    4   792
  291    .227E+03    .143E+00    4   796
  292    .227E+03    .143E+00    3   799
  293    .227E+03    .179E+00    3   802
  294    .228E+03    .268E+00    3   805
  295    .228E+03    .268E+00    2   807
  296    .228E+03    .333E+00    6   813
  297    .229E+03    .333E+00    5   818
  298    .229E+03    .333E+00    5   823
  299    .229E+03    .333E+00    4   827
  300    .230E+03    .333E+00    4   831
  301    .230E+03    .333E+00    4   835
  302    .230E+03    .333E+00    4   839
  303    .231E+03    .333E+00    3   842
  304    .231E+03    .333E+00    3   845
  305    .232E+03    .500E+00    3   848
  306    .232E+03    .500E+00    3   851
  307    .233E+03    .500E+00    3   854
  308    .233E+03    .500E+00    3   857
  309    .234E+03    .500E+00    2   859
  310    .234E+03    .500E+00    2   861
  311    .235E+03    .500E+00    2   863
  312    .235E+03    .500E+00    2   865
  313    .236E+03    .500E+00    3   868
  314    .236E+03    .500E+00    3   871
  315    .237E+03    .500E+00    3   874
  316    .237E+03    .500E+00    3   877
  317    .238E+03    .500E+00    5   882
  318    .238E+03    .500E+00    4   886
  319    .239E+03    .500E+00    3   889
  320    .239E+03    .500E+00    3   892
  321    .240E+03    .500E+00    3   895
  322    .240E+03    .500E+00    3   898
  323    .241E+03    .500E+00    3   901
  324    .241E+03    .500E+00    2   903
  325    .242E+03    .500E+00    2   905
  326    .242E+03    .500E+00    3   908
  327    .243E+03    .500E+00    2   910
  328    .243E+03    .500E+00    2   912
  329    .244E+03    .500E+00    3   915
  330    .244E+03    .500E+00    2   917
  331    .245E+03    .500E+00    3   920
  332    .245E+03    .500E+00    2   922
  333    .246E+03    .500E+00    2   924
  334    .246E+03    .500E+00    2   926
  335    .247E+03    .500E+00    3   929
  336    .247E+03    .500E+00    2   931
  337    .248E+03    .500E+00    2   933
  338    .248E+03    .500E+00    2   935
  339    .249E+03    .500E+00    2   937
  340    .249E+03    .500E+00    2   939
  341    .250E+03    .500E+00    2   941
  342    .250E+03    .500E+00    2   943
  343    .251E+03    .500E+00    2   945
  344    .251E+03    .500E+00    2   947
  345    .252E+03    .500E+00    2   949
  346    .252E+03    .500E+00    2   951
  347    .253E+03    .500E+00    2   953
  348    .253E+03    .500E+00    2   955
  349    .254E+03    .500E+00    2   957
  350    .254E+03    .500E+00    2   959
  351    .255E+03    .500E+00    2   961
  352    .255E+03    .500E+00    2   963
  353    .256E+03    .500E+00    2   965
  354    .256E+03    .500E+00    2   967
  355    .257E+03    .500E+00    2   969
  356    .257E+03    .500E+00    2   971
  357    .258E+03    .500E+00    2   973
  358    .258E+03    .500E+00    2   975
  359    .259E+03    .500E+00    2   977
  360    .259E+03    .500E+00    2   979
  361    .260E+03    .500E+00    2   981
  362    .260E+03    .500E+00    2   983
  363    .261E+03    .500E+00    2   985
  364    .261E+03    .500E+00    2   987
  365    .262E+03    .500E+00    2   989
  366    .262E+03    .500E+00    2   991
  367    .263E+03    .500E+00    5   996
  368    .263E+03    .500E+00    5  1001
  369    .264E+03    .500E+00    5  1006
  370    .264E+03    .500E+00    5  1011
  371    .265E+03    .500E+00    4  1015
  372    .265E+03    .500E+00    3  1018
  373    .266E+03    .500E+00    2  1020
  374    .266E+03    .500E+00    2  1022
  375    .267E+03    .500E+00    2  1024
  376    .267E+03    .500E+00    2  1026
  377    .268E+03    .500E+00    2  1028
  378    .268E+03    .500E+00    2  1030
  379    .269E+03    .500E+00    5  1035
  380    .269E+03    .500E+00    5  1040
  381    .270E+03    .500E+00    4  1044
  382    .270E+03    .500E+00    3  1047
  383    .271E+03    .500E+00    2  1049
  384    .271E+03    .500E+00    2  1051
  385    .272E+03    .500E+00    2  1053
  386    .272E+03    .500E+00    2  1055
  387    .273E+03    .500E+00    6  1061
  388    .273E+03    .500E+00    6  1067

 Real time [sec]      13.000000000000000
