 Example 4 - Infiltration Test

 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -
 All fluxes (v) are positive out of the region

     Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vKode5     vKode6 ...
      [T]      [L/T]       [L/T]     [L/T]       [L/T]       [V/T]      [V/T]     [V/T]       [V/T]      [V/T]

    166.6667   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.305E+02   .000E+00   .000E+00   .000E+00
    180.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.303E+02   .000E+00   .000E+00   .000E+00
    192.8571   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.301E+02   .000E+00   .000E+00   .000E+00
    209.5714   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.298E+02   .000E+00   .000E+00   .000E+00
    226.2857   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.296E+02   .000E+00   .000E+00   .000E+00
    243.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.295E+02   .000E+00   .000E+00   .000E+00
    266.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.293E+02   .000E+00   .000E+00   .000E+00
    289.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.291E+02   .000E+00   .000E+00   .000E+00
    313.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.290E+02   .000E+00   .000E+00   .000E+00
    336.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.290E+02   .000E+00   .000E+00   .000E+00
    360.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.289E+02   .000E+00   .000E+00   .000E+00
    387.5001   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.287E+02   .000E+00   .000E+00   .000E+00
    415.2031   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.286E+02   .000E+00   .000E+00   .000E+00
    442.9119   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.285E+02   .000E+00   .000E+00   .000E+00
    470.6207   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.284E+02   .000E+00   .000E+00   .000E+00
    498.3295   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.283E+02   .000E+00   .000E+00   .000E+00
    526.0383   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.283E+02   .000E+00   .000E+00   .000E+00
    553.7471   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.279E+02   .000E+00   .000E+00   .000E+00
    581.4559   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.278E+02   .000E+00   .000E+00   .000E+00
    609.1647   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.278E+02   .000E+00   .000E+00   .000E+00
    636.8735   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.278E+02   .000E+00   .000E+00   .000E+00
    664.5823   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.278E+02   .000E+00   .000E+00   .000E+00
    692.2911   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .000E+00   .000E+00   .000E+00
    720.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .000E+00   .000E+00   .000E+00
    748.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .000E+00   .000E+00   .000E+00
    777.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .000E+00   .000E+00   .000E+00
    806.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .000E+00   .000E+00   .000E+00
    835.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
    863.9999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
    892.7999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
    921.5999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
    950.3999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
    979.1999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
   1008.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
   1036.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.276E+02   .000E+00   .000E+00   .000E+00
   1065.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1094.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1123.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1152.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1180.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1209.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1238.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1267.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1296.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1324.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1353.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1382.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1411.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.275E+02   .000E+00   .000E+00   .000E+00
   1440.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1469.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1499.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1529.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1559.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1589.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1619.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1649.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1679.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1709.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1739.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
