 Example 4 - Infiltration Test

 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -
 All cumulative fluxes (CumQ) are positive out of the region

     Time     CumQAP      CumQRP     CumQA      CumQR     CumQ3       CumQ1      CumQS      CumQ5       CumQ6 ....
      [T]       [V]         [V]       [V]        [V]       [V]         [V]        [V]        [V]         [V]

    166.6667   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.639E+04   .000E+00   .000E+00   .000E+00
    180.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.679E+04   .000E+00   .000E+00   .000E+00
    192.8571   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.718E+04   .000E+00   .000E+00   .000E+00
    209.5714   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.768E+04   .000E+00   .000E+00   .000E+00
    226.2857   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.818E+04   .000E+00   .000E+00   .000E+00
    243.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.867E+04   .000E+00   .000E+00   .000E+00
    266.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.935E+04   .000E+00   .000E+00   .000E+00
    289.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.100E+05   .000E+00   .000E+00   .000E+00
    313.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.107E+05   .000E+00   .000E+00   .000E+00
    336.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.114E+05   .000E+00   .000E+00   .000E+00
    360.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.121E+05   .000E+00   .000E+00   .000E+00
    387.5001   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.129E+05   .000E+00   .000E+00   .000E+00
    415.2031   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.137E+05   .000E+00   .000E+00   .000E+00
    442.9119   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.144E+05   .000E+00   .000E+00   .000E+00
    470.6207   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.152E+05   .000E+00   .000E+00   .000E+00
    498.3295   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.160E+05   .000E+00   .000E+00   .000E+00
    526.0383   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.168E+05   .000E+00   .000E+00   .000E+00
    553.7471   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.176E+05   .000E+00   .000E+00   .000E+00
    581.4559   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.183E+05   .000E+00   .000E+00   .000E+00
    609.1647   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.191E+05   .000E+00   .000E+00   .000E+00
    636.8735   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.199E+05   .000E+00   .000E+00   .000E+00
    664.5823   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.207E+05   .000E+00   .000E+00   .000E+00
    692.2911   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.214E+05   .000E+00   .000E+00   .000E+00
    720.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.222E+05   .000E+00   .000E+00   .000E+00
    748.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.230E+05   .000E+00   .000E+00   .000E+00
    777.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.238E+05   .000E+00   .000E+00   .000E+00
    806.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.246E+05   .000E+00   .000E+00   .000E+00
    835.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.254E+05   .000E+00   .000E+00   .000E+00
    863.9999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.262E+05   .000E+00   .000E+00   .000E+00
    892.7999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.270E+05   .000E+00   .000E+00   .000E+00
    921.5999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.278E+05   .000E+00   .000E+00   .000E+00
    950.3999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.286E+05   .000E+00   .000E+00   .000E+00
    979.1999   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.294E+05   .000E+00   .000E+00   .000E+00
   1008.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.301E+05   .000E+00   .000E+00   .000E+00
   1036.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.309E+05   .000E+00   .000E+00   .000E+00
   1065.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.317E+05   .000E+00   .000E+00   .000E+00
   1094.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.325E+05   .000E+00   .000E+00   .000E+00
   1123.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.333E+05   .000E+00   .000E+00   .000E+00
   1152.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.341E+05   .000E+00   .000E+00   .000E+00
   1180.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.349E+05   .000E+00   .000E+00   .000E+00
   1209.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.357E+05   .000E+00   .000E+00   .000E+00
   1238.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.365E+05   .000E+00   .000E+00   .000E+00
   1267.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.373E+05   .000E+00   .000E+00   .000E+00
   1296.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.381E+05   .000E+00   .000E+00   .000E+00
   1324.8000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.389E+05   .000E+00   .000E+00   .000E+00
   1353.6000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.397E+05   .000E+00   .000E+00   .000E+00
   1382.4000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.404E+05   .000E+00   .000E+00   .000E+00
   1411.2000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.412E+05   .000E+00   .000E+00   .000E+00
   1440.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.420E+05   .000E+00   .000E+00   .000E+00
   1469.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.428E+05   .000E+00   .000E+00   .000E+00
   1499.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.437E+05   .000E+00   .000E+00   .000E+00
   1529.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.445E+05   .000E+00   .000E+00   .000E+00
   1559.9940   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.453E+05   .000E+00   .000E+00   .000E+00
   1589.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.461E+05   .000E+00   .000E+00   .000E+00
   1619.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.470E+05   .000E+00   .000E+00   .000E+00
   1649.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.478E+05   .000E+00   .000E+00   .000E+00
   1679.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.486E+05   .000E+00   .000E+00   .000E+00
   1709.9950   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.494E+05   .000E+00   .000E+00   .000E+00
   1739.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.502E+05   .000E+00   .000E+00   .000E+00
   1769.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.511E+05   .000E+00   .000E+00   .000E+00
   1799.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.519E+05   .000E+00   .000E+00   .000E+00
   1829.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.527E+05   .000E+00   .000E+00   .000E+00
   1859.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.535E+05   .000E+00   .000E+00   .000E+00
   1889.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.544E+05   .000E+00   .000E+00   .000E+00
   1919.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.552E+05   .000E+00   .000E+00   .000E+00
   1949.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.560E+05   .000E+00   .000E+00   .000E+00
   1979.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.568E+05   .000E+00   .000E+00   .000E+00
   2009.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.576E+05   .000E+00   .000E+00   .000E+00
   2039.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.585E+05   .000E+00   .000E+00   .000E+00
   2069.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.593E+05   .000E+00   .000E+00   .000E+00
   2099.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.601E+05   .000E+00   .000E+00   .000E+00
   2130.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.609E+05   .000E+00   .000E+00   .000E+00
   2160.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.617E+05   .000E+00   .000E+00   .000E+00
   2190.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.626E+05   .000E+00   .000E+00   .000E+00
   2220.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.634E+05   .000E+00   .000E+00   .000E+00
   2250.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.642E+05   .000E+00   .000E+00   .000E+00
   2280.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.650E+05   .000E+00   .000E+00   .000E+00
   2310.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.659E+05   .000E+00   .000E+00   .000E+00
   2340.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.667E+05   .000E+00   .000E+00   .000E+00
   2370.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.675E+05   .000E+00   .000E+00   .000E+00
   2400.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.683E+05   .000E+00   .000E+00   .000E+00
   2430.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.691E+05   .000E+00   .000E+00   .000E+00
   2460.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.700E+05   .000E+00   .000E+00   .000E+00
   2490.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.708E+05   .000E+00   .000E+00   .000E+00
   2520.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.716E+05   .000E+00   .000E+00   .000E+00
   2550.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.724E+05   .000E+00   .000E+00   .000E+00
   2580.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.732E+05   .000E+00   .000E+00   .000E+00
   2610.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.741E+05   .000E+00   .000E+00   .000E+00
   2640.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.749E+05   .000E+00   .000E+00   .000E+00
   2670.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.757E+05   .000E+00   .000E+00   .000E+00
   2700.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.765E+05   .000E+00   .000E+00   .000E+00
   2730.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.773E+05   .000E+00   .000E+00   .000E+00
   2760.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.782E+05   .000E+00   .000E+00   .000E+00
   2790.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.790E+05   .000E+00   .000E+00   .000E+00
   2820.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.798E+05   .000E+00   .000E+00   .000E+00
   2850.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.806E+05   .000E+00   .000E+00   .000E+00
   2880.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.814E+05   .000E+00   .000E+00   .000E+00
   2910.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.822E+05   .000E+00   .000E+00   .000E+00
   2940.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.831E+05   .000E+00   .000E+00   .000E+00
   2970.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.839E+05   .000E+00   .000E+00   .000E+00
   3000.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.847E+05   .000E+00   .000E+00   .000E+00
   3030.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.855E+05   .000E+00   .000E+00   .000E+00
   3060.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.863E+05   .000E+00   .000E+00   .000E+00
   3090.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.872E+05   .000E+00   .000E+00   .000E+00
   3120.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.880E+05   .000E+00   .000E+00   .000E+00
   3150.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.888E+05   .000E+00   .000E+00   .000E+00
   3180.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.896E+05   .000E+00   .000E+00   .000E+00
   3210.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.904E+05   .000E+00   .000E+00   .000E+00
   3240.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.913E+05   .000E+00   .000E+00   .000E+00
   3270.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.921E+05   .000E+00   .000E+00   .000E+00
   3300.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.929E+05   .000E+00   .000E+00   .000E+00
   3330.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.937E+05   .000E+00   .000E+00   .000E+00
   3360.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.945E+05   .000E+00   .000E+00   .000E+00
   3390.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.954E+05   .000E+00   .000E+00   .000E+00
   3420.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.962E+05   .000E+00   .000E+00   .000E+00
   3450.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.970E+05   .000E+00   .000E+00   .000E+00
   3480.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.978E+05   .000E+00   .000E+00   .000E+00
   3510.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.986E+05   .000E+00   .000E+00   .000E+00
   3540.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.995E+05   .000E+00   .000E+00   .000E+00
   3570.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.100E+06   .000E+00   .000E+00   .000E+00
   3600.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.101E+06   .000E+00   .000E+00   .000E+00
   3630.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.102E+06   .000E+00   .000E+00   .000E+00
   3660.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.103E+06   .000E+00   .000E+00   .000E+00
   3690.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.104E+06   .000E+00   .000E+00   .000E+00
   3720.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.104E+06   .000E+00   .000E+00   .000E+00
   3750.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.105E+06   .000E+00   .000E+00   .000E+00
   3780.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.106E+06   .000E+00   .000E+00   .000E+00
   3810.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.107E+06   .000E+00   .000E+00   .000E+00
   3840.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.108E+06   .000E+00   .000E+00   .000E+00
   3870.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.108E+06   .000E+00   .000E+00   .000E+00
   3900.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.109E+06   .000E+00   .000E+00   .000E+00
   3930.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.110E+06   .000E+00   .000E+00   .000E+00
   3960.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.111E+06   .000E+00   .000E+00   .000E+00
   3990.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.112E+06   .000E+00   .000E+00   .000E+00
   4020.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.113E+06   .000E+00   .000E+00   .000E+00
   4050.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.113E+06   .000E+00   .000E+00   .000E+00
   4080.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.114E+06   .000E+00   .000E+00   .000E+00
   4110.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.115E+06   .000E+00   .000E+00   .000E+00
   4140.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.116E+06   .000E+00   .000E+00   .000E+00
   4170.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.117E+06   .000E+00   .000E+00   .000E+00
   4200.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.117E+06   .000E+00   .000E+00   .000E+00
   4230.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.118E+06   .000E+00   .000E+00   .000E+00
   4260.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.119E+06   .000E+00   .000E+00   .000E+00
   4290.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.120E+06   .000E+00   .000E+00   .000E+00
   4320.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.121E+06   .000E+00   .000E+00   .000E+00
   4350.4250   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.122E+06   .000E+00   .000E+00   .000E+00
   4380.8520   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.122E+06   .000E+00   .000E+00   .000E+00
