 Example 4 - Infiltration Test                                           
 
 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -    


     Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

   1859.9970         .0         .0         .0         .0         .0         .0         .0
   1889.9970         .0         .0         .0         .0         .0         .0         .0
   1919.9980         .0         .0         .0         .0         .0         .0         .0
   1949.9980         .0         .0         .0         .0         .0         .0         .0
   1979.9980         .0         .0         .0         .0         .0         .0         .0
   2009.9990         .0         .0         .0         .0         .0         .0         .0
   2039.9990         .0         .0         .0         .0         .0         .0         .0
   2069.9990         .0         .0         .0         .0         .0         .0         .0
   2099.9990         .0         .0         .0         .0         .0         .0         .0
   2130.0000         .0         .0         .0         .0         .0         .0         .0
   2160.0000         .0         .0         .0         .0         .0         .0         .0
   2190.0000         .0         .0         .0         .0         .0         .0         .0
   2220.0000         .0         .0         .0         .0         .0         .0         .0
   2250.0000         .0         .0         .0         .0         .0         .0         .0
   2280.0000         .0         .0         .0         .0         .0         .0         .0
   2310.0000         .0         .0         .0         .0         .0         .0         .0
   2340.0000         .0         .0         .0         .0         .0         .0         .0
   2370.0000         .0         .0         .0         .0         .0         .0         .0
   2400.0000         .0         .0         .0         .0         .0         .0         .0
   2430.0000         .0         .0         .0         .0         .0         .0         .0
   2460.0000         .0         .0         .0         .0         .0         .0         .0
   2490.0000         .0         .0         .0         .0         .0         .0         .0
   2520.0000         .0         .0         .0         .0         .0         .0         .0
   2550.0000         .0         .0         .0         .0         .0         .0         .0
   2580.0000         .0         .0         .0         .0         .0         .0         .0
   2610.0000         .0         .0         .0         .0         .0         .0         .0
   2640.0000         .0         .0         .0         .0         .0         .0         .0
   2670.0000         .0         .0         .0         .0         .0         .0         .0
   2700.0000         .0         .0         .0         .0         .0         .0         .0
   2730.0000         .0         .0         .0         .0         .0         .0         .0
   2760.0000         .0         .0         .0         .0         .0         .0         .0
   2790.0000         .0         .0         .0         .0         .0         .0         .0
   2820.0000         .0         .0         .0         .0         .0         .0         .0
   2850.0000         .0         .0         .0         .0         .0         .0         .0
   2880.0000         .0         .0         .0         .0         .0         .0         .0
   2910.0000         .0         .0         .0         .0         .0         .0         .0
   2940.0000         .0         .0         .0         .0         .0         .0         .0
   2970.0000         .0         .0         .0         .0         .0         .0         .0
   3000.0000         .0         .0         .0         .0         .0         .0         .0
   3030.0000         .0         .0         .0         .0         .0         .0         .0
   3060.0000         .0         .0         .0         .0         .0         .0         .0
   3090.0000         .0         .0         .0         .0         .0         .0         .0
   3120.0000         .0         .0         .0         .0         .0         .0         .0
   3150.0000         .0         .0         .0         .0         .0         .0         .0
   3180.0000         .0         .0         .0         .0         .0         .0         .0
   3210.0000         .0         .0         .0         .0         .0         .0         .0
   3240.0000         .0         .0         .0         .0         .0         .0         .0
   3270.0000         .0         .0         .0         .0         .0         .0         .0
   3300.0000         .0         .0         .0         .0         .0         .0         .0
   3330.0000         .0         .0         .0         .0         .0         .0         .0
   3360.0000         .0         .0         .0         .0         .0         .0         .0
   3390.0000         .0         .0         .0         .0         .0         .0         .0
   3420.0000         .0         .0         .0         .0         .0         .0         .0
   3450.0000         .0         .0         .0         .0         .0         .0         .0
   3480.0000         .0         .0         .0         .0         .0         .0         .0
